track_id,min_rank,streams,isrc,artist_id,release_date,explicit,danceability,duration_ms,energy,loudness,speechiness,instrumentalness,liveness,valence,tempo,label,rep_ctry,genre
36J10AwMabBYxgNrV2S8gd,13,22650,DEWZ11900054,3pjq2pDV9RR6VY55wBjVnp,2020-01-10,0,0.731,185802,0.518,-7.603,0.0567,0,0.18,0.383,105.006,UMG,DE,HipHop & Rap
36ONiya0OANYknz0GgJmwB,12,15991,USCM51800208,3TVXtAsR1Inumwj472S9r4,2018-06-29,0,0.825,245787,0.317,-12.39,0.0583,0.0128,0.11,0.136,103.001,UMG,US,HipHop & Rap
36oP6yNLfH89X1Lxzl1evG,181,3923,DEQ021801409,5pVRwX5ZQR7hfJ18w8ZYkl,2018-08-17,1,0.833,222255,0.373,-7.564,0.0759,9e-04,0.0895,0.101,129.975,INDEP,DE,HipHop & Rap
36orMWv2PgvnzXsd5CJ0yL,92,7640,NLZ541900734,20gsENnposVs2I4rQ5kvrf,2019-08-16,0,0.59,174444,0.642,-3.87,0.122,0,0.105,0.651,107.356,WARNER,NL,Electronic & Dance
36qA0yKr7uNfQDFledNkiN,170,1574,DEUM71504288,23xqmJEN3oVxwzqtNIyR5m,2016-03-18,0,0.396,195372,0.278,-11.472,0.0346,0.0183,0.114,0.229,155.328,UMG,DE,Rock
36TO60sxDduIsO3xH8IcUh,80,6850,QM6N21911820,6C1ohJrd5VydigQtaGy5Wa,2019-05-23,1,0.918,236000,0.837,-6.792,0.255,0,0.227,0.855,120.017,INDEP,US,HipHop & Rap
36XNdtXaPIAfhOiyKIPpWl,27,8405,FR96X1737577,4VuARVJiWGsH2msKTdsKdQ,2017-09-01,1,0.702,212899,0.822,-5.502,0.134,0,0.141,0.478,128.102,INDEP,FR,HipHop & Rap
37oXzLt1lUnZdsKtzCN44m,104,5301,ATR211533202,5DxtpBc8OxcLW5KvAwtzBy,2016-01-27,0,0.727,248806,0.853,-6.402,0.0893,0,0.0896,0.744,128.047,WARNER,AT,Pop
37PzSHEtxxj6Vsd5HI0Qa5,64,6068,FR10S1847184,4PvnP3yCzrT289cX3wCdOx,2018-04-20,1,0.708,186738,0.636,-6.474,0.135,3e-04,0.126,0.46,157.978,INDEP,FR,HipHop & Rap
3823DOqLpaYkxDiBrjznTp,58,6605,DEQ121748893,0Dvx6p8JDyzeOPGmaCIH1L,2017-08-25,1,0.702,248333,0.648,-7.595,0.141,1e-04,0.0999,0.223,123.974,INDEP,DE,HipHop & Rap
3823YouAYclNSqtn7vDjgs,8,26978,DEKF21900005,5Sjj30aHCmKcM9SdVX7PBK,2019-01-25,0,0.741,186000,0.565,-6.768,0.304,0,0.0848,0.415,144.944,SONY,DE,HipHop & Rap
3889rglwfTAt9Wufp0DlXI,77,4370,DEUM71716675,4bL2B6hmLlMWnUEZnorEtG,2018-02-16,0,0.704,166947,0.907,-3.875,0.0382,3e-04,0.168,0.635,125.938,UMG,DE,Electronic & Dance
38KR9aB0bPkjM4gKhKr7tr,1,46224,DEKF21801853,0Dvx6p8JDyzeOPGmaCIH1L,2018-11-16,0,0.604,213945,0.765,-6.75,0.434,0,0.0938,0.773,118.257,SONY,DE,HipHop & Rap
38Ldb4P8dfdCWrYCjUPFAc,104,6553,DEKF21900130,03bmDyr8klGV17DKQnPZVA,2019-05-03,1,0.82,185249,0.632,-5.598,0.149,0,0.0622,0.337,136.993,SONY,DE,HipHop & Rap
38lQ7lYhN3eSWepnZHaiBF,1,85044,DECE71900135,4WZGDpNwrC0vNQyl9QzF7d,2019-04-12,0,0.813,235955,0.59,-6.542,0.345,0,0.0335,0.716,91.985,UMG,DE,HipHop & Rap
38mwJAySCI0sxFWJvN3KbC,62,4513,DEQ121749330,1XKjtpH5P81gpOXDB91IEB,2017-09-08,1,0.778,229880,0.712,-5.824,0.244,1.59e-06,0.111,0.181,117.944,INDEP,DE,HipHop & Rap
38td8VabuKlQt72Q2VnhbO,172,3311,QM4TX1817914,3Nrfpe0tUJi4K4DXYWgMUX,2018-05-18,0,0.664,230063,0.688,-6.466,0.0543,1e-04,0.173,0.65,106.022,INDEP,US,other
38UlieEW0eto55PNH9Z0cK,22,18486,DEKF21901113,18ISxWwWjV6rPLoVCXf1dz,2019-12-06,0,0.787,169293,0.671,-4.447,0.0409,0.0112,0.107,0.548,159.058,SONY,DE,HipHop & Rap
38yBBH2jacvDxrznF7h08J,70,4644,USUG11700631,1Hsdzj7Dlq2I7tHP7501T4,2017-10-20,0,0.734,188174,0.418,-6.678,0.0425,0,0.0579,0.868,85.909,UMG,US,Pop
38yO5JuwYujWm8XBvMOOrk,130,3455,DEVY21700011,2Z9KL8Zmqx5Sg3cd7Fldhl,2018-03-02,1,0.868,290400,0.748,-6.356,0.224,0,0.386,0.638,119.887,UMG,DE,HipHop & Rap
38YP1STiBe3AZevFFJILf4,2,35908,DECE72000092,6h1s4i4XKIYv4ErDelLDN0,2020-02-07,0,0.6,162702,0.525,-6.585,0.423,0,0.111,0.436,96.989,UMG,DE,HipHop & Rap
38z2ygnYttHsTQgPaTjWCZ,43,13017,DEQ021902313,5pVRwX5ZQR7hfJ18w8ZYkl,2019-08-09,0,0.584,209449,0.575,-8.976,0.21,2e-04,0.114,0.323,164.054,INDEP,DE,HipHop & Rap
38zwkK6TtTjIW9tpYBfZ3D,8,16106,GBARL1701373,2ysnwxxNtSgbb9t1m2Ur4j,2018-03-23,0,0.642,222045,0.881,-3.537,0.0393,0,0.21,0.913,138.03,SONY,GB,Pop
39APwU7CrTum5B7AHoRdfc,103,7038,DEVY21900003,2Z9KL8Zmqx5Sg3cd7Fldhl,2019-04-19,1,0.595,235147,0.808,-5.245,0.351,5.73e-06,0.141,0.601,126.417,UMG,DE,HipHop & Rap
39HmSC4bjT3qDskIIGhbV4,98,2556,ATB158400012,0hLd40hVpRDGENe4KGZLnW,1999-06-01,0,0.744,269733,0.888,-6.113,0.0648,2e-04,0.0579,0.911,112.299,SONY,AT,Rock
39ihhJXNBSzBieCPY1nZwB,169,5167,DELV41801783,4lDiJcOJ2GLCK6p9q5BgfK,2019-05-24,1,0.726,194902,0.607,-7.404,0.363,2.66e-06,0.1,0.467,126.342,WARNER,DE,HipHop & Rap
39IsH7B5byx8NRlEKlZVg9,12,14087,QMCE31700923,0uGk2czvcpWQA383Im6ajf,2017-03-03,1,0.703,193613,0.868,-4.661,0.0291,0.132,0.104,0.733,121.03,WARNER,US,Pop
39JRmdKFka1Oe09FoOCPI4,52,9595,USUM71920452,5K4W6rqBFWDnAN6FQUkS6x,2019-10-25,0,0.482,164620,0.618,-5.673,0.197,9e-04,0.32,0.146,90.076,UMG,US,HipHop & Rap
39LmTF9RgyakzSYX8txrow,62,9091,USUM71822236,66CXWjxzNUsdJxJ2JdwvnR,2019-02-08,1,0.729,212267,0.475,-4.985,0.0364,0,0.12,0.371,62.52,UMG,US,Pop
39N9RPD9MRb5WmoLzNzPeA,25,11485,USSD11800024,1SupJlEpv7RS2tPNRaHViT,2018-03-02,0,0.595,173628,0.773,-4.736,0.0549,0.0011,0.334,0.711,180.073,SONY,US,Pop
39NDBdU5Xkm5pCFGa5kZtI,87,5484,USWB11801217,4LLpKhyESsyAXpc4laK94U,2018-08-03,1,0.802,287040,0.463,-8.379,0.162,0.0053,0.105,0.291,103.961,WARNER,US,HipHop & Rap
39nTNk5MfyiiRupTwn1iyC,140,6454,USUM72001307,1uNFoZAHBGtllmzznpCI3s,2020-02-14,0,0.772,178013,0.616,-4.673,0.102,2.36e-06,0.104,0.279,129.967,UMG,US,Pop
39qlqpwVzRkQP6WsILfIB5,53,5715,DEA621700935,5p7mWeX4RlvqBCxylfiXdE,2017-06-16,1,0.828,228603,0.693,-5.294,0.284,0,0.177,0.87,137.985,WARNER,DE,HipHop & Rap
39qWzdNJSioJzfemhwXtDw,159,2753,ATUM71800075,6Q7UV9Oa87GypGTKiuOh6f,2018-05-04,0,0.477,179659,0.661,-6.952,0.048,0,0.111,0.496,87.965,UMG,AT,Pop
39RFqisjw2m1CJAVZVqmtu,95,4118,DEW921701204,3utZ2yeQk0Z3BCOBWP7Vlu,2018-02-09,0,0.643,246984,0.611,-8.121,0.0507,0.01,0.178,0.555,135.04,INDEP,DE,HipHop & Rap
39S7yxVerin9vMLPsNqHZw,93,3374,DEUM71714430,1SUu1Bi7ev9HbOzyVC77qD,2017-09-22,1,0.79,244843,0.702,-4.154,0.216,1.09e-06,0.122,0.642,89.014,UMG,DE,HipHop & Rap
39SHF3d4FFoP6YvTtTcY5K,122,4897,DEQ021801194,18ISxWwWjV6rPLoVCXf1dz,2018-06-22,0,0.74,204053,0.693,-4.134,0.0351,0,0.236,0.553,132.98,INDEP,DE,HipHop & Rap
39shmbIHICJ2Wxnk1fPSdz,120,4949,GBARL1200670,3RGLhK1IP9jnYFH4BRFJBS,1982-06-01,0,0.742,188987,0.833,-6.463,0.115,0,0.384,0.816,113.375,SONY,GB,Rock
39XPMgDddKDc2AixkhTAvF,110,4214,DEQ121753698,39KEQQAG9JhIt71g9NEVhh,2018-03-30,1,0.567,186704,0.709,-5.273,0.251,0,0.101,0.396,118.436,INDEP,DE,HipHop & Rap
39Yp9wwQiSRIDOvrVg7mbk,3,33151,USSM12002217,2PaZWGu5T5nHjY2xxAkFsT,2020-04-24,1,0.716,165978,0.537,-7.648,0.0514,0,0.157,0.28,129.979,SONY,US,HipHop & Rap
3a0lTKu4ls7IsemVo8pvH5,39,8314,DEQ121748883,0Dvx6p8JDyzeOPGmaCIH1L,2017-08-25,1,0.565,132942,0.713,-6.43,0.146,0,0.189,0.212,117.92,INDEP,DE,HipHop & Rap
3a1lNhkSLSkpJE4MSHpDu9,51,5623,USUM71614484,246dkjvS1zLTtiykXe5h60,2016-12-09,1,0.63,220293,0.804,-4.183,0.0363,0,0.253,0.492,123.146,UMG,US,HipHop & Rap
3A2waEDfZQfl6RNOn8Y1xW,118,2403,GBKPL1776902,6cEuCEZu7PAE9ZSzLLc2oQ,2017-01-27,1,0.744,173203,0.595,-6.076,0.0782,1e-04,0.148,0.56,94.92,INDEP,GB,Pop
3a5qsP4xawpweFRXgzG6VP,53,8359,DEA621800477,3drqpTL4sQOckmAfF9i1wg,2018-07-27,1,0.51,294347,0.666,-4.667,0.332,0,0.0911,0.361,83.648,WARNER,DE,HipHop & Rap
3A7qX2QjDlPnazUsRk5y0M,3,21222,GB28K1700019,1Cs0zKBU1kc0i8ypK3B9ai,2017-06-09,0,0.548,194897,0.65,-5.827,0.0591,0,0.225,0.557,144.937,WARNER,GB,Electronic & Dance
3a8SCGDMZVKRPgjY8MplFQ,19,15696,DEUM71806415,3CJKkU0XuElRT1z8rEtIYg,2018-11-23,1,0.779,158053,0.792,-6.17,0.231,4e-04,0.266,0.597,160.05,UMG,DE,HipHop & Rap
3AaZtZVrkVvE7fnLP80LLh,26,10383,DEQ121753484,0Dvx6p8JDyzeOPGmaCIH1L,2017-12-15,1,0.768,198555,0.779,-6.618,0.0578,0.0014,0.0898,0.389,108.014,INDEP,DE,HipHop & Rap
3ActvlxYR8Jrqe7rxDHm7q,129,2370,GBCEN1700107,3Bd1cgCjtCI32PYvDC3ynO,2017-06-09,0,0.413,277613,0.519,-6.52,0.0293,6.62e-06,0.12,0.265,79.948,UMG,GB,Rock
3aDYo34VzVf2i8aJyJk0ca,35,9487,DETX91500630,2j2rh3oQh4QEUnNTDKYSJD,2017-07-18,1,0.59,233221,0.71,-5.657,0.342,0,0.0967,0.271,125.523,UMG,DE,HipHop & Rap
3AEZUABDXNtecAOSC1qTfo,186,1673,USSD11600135,0eecdvMrqBftK0M1VKhaF4,2016-08-26,0,0.761,222560,0.838,-3.073,0.0502,0,0.176,0.71,93.974,SONY,US,Electronic & Dance
3AFPGvRzeKeNJbIbLwcz4G,187,2294,GBUM71703751,2wY79sveU1sp5g7SokKOiI,2017-11-03,0,0.575,190087,0.248,-11.115,0.0299,1e-04,0.24,0.328,85.05,UMG,GB,Pop
3AgiRs3oxc2dFh0CPUHXJs,32,30292,GBAYE8800240,2nvKpWcP8etYTq4JrRiUiy,1991-11-18,0,0.498,245333,0.432,-14.392,0.0345,0,0.136,0.364,135.002,WARNER,GB,Pop
3agtg0x11wPvLIWkYR39nZ,73,5590,USWB10300376,6XyY86QOPPrYVGvF9ch6wz,2003-03-24,0,0.451,213933,0.951,-3.754,0.0645,2.39e-06,0.261,0.442,162.065,WARNER,US,Rock
3AJwUDP919kvQ9QcozQPxg,167,1961,GBAYE0000267,4gzpq5DPGxSnKTe4SA8HAU,2000-07-10,0,0.429,266773,0.661,-7.227,0.0281,1e-04,0.234,0.285,173.365,WARNER,GB,Rock
3AlpkljBS1AU7HFVPms8K6,28,37667,USAT21704210,5WUlDfRSoLAfcVSX1WnrxN,2017-11-17,0,0.669,206533,0.854,-4.486,0.0999,0,0.047,0.707,93.057,WARNER,US,other
3aLSrx8qhssXrh5yjB6oy9,24,9059,UK98Q1700100,1bj5GrcLom5gZFF5t949Xl,2017-06-16,0,0.775,170323,0.722,-3.502,0.0463,7e-04,0.058,0.649,124.037,UMG,US,Electronic & Dance
3am3KGDQMk1LCJrivGKrzI,173,5281,ATKB81700022,0605fwhsaoXYehKQV8u4GQ,2018-09-21,0,0.637,197507,0.788,-5.537,0.0509,0,0.072,0.73,135.974,SONY,AT,Pop
3ao4Ryi1vd6oFez6Er9jyZ,153,2504,DELJ81632339,4lAjitjrUJgjJgEVj2CwFc,2017-06-09,1,0.747,212840,0.83,-4.198,0.0755,9.35e-06,0.0946,0.515,124.017,INDEP,DE,HipHop & Rap
3aOICrSrJP0LgjBGyq7P0R,35,15479,DEQ321900172,1qQLhymHXFPtP5U8KNKsm6,2019-10-25,1,0.697,166667,0.456,-8.644,0.0393,1e-04,0.205,0.355,127.929,SONY,DE,HipHop & Rap
3AOVbKm3vZl17WfEhILSw6,72,8136,DEUM71805135,1aS5tqEs9ci5P9KD9tZWa6,2018-10-04,1,0.623,211562,0.908,-6.757,0.0669,0.0166,0.119,0.641,177.203,UMG,DE,HipHop & Rap
3APtAcYryweM13qsHFUkmk,185,1946,DEQ321600144,7qXzy6c5RWT0XlVQcOBIDG,2016-06-03,0,0.764,186760,0.672,-5.612,0.226,5.54e-06,0.0777,0.727,128.029,SONY,DE,Pop
3AsAuGTaDQzavZZThyYlop,55,3994,GBKPL1667537,5H6xmHXjsq98NLbEjuE29f,2016-08-26,0,0.803,188889,0.569,-7.392,0.0739,0,0.083,0.809,107.986,UMG,GB,Electronic & Dance
3asFGFY3uLjMDmML1p0tYm,177,1907,USUM70832584,6Wr3hh341P84m3EI8qdn9O,2008-01-01,0,0.339,242280,0.931,-3.425,0.062,1e-04,0.425,0.467,112.548,UMG,US,Rock
3atDfMSYYjnC6R90eijbvf,195,4795,DEQ021904401,5wyWp867LWGjFmYZXVSFnZ,2019-09-27,1,0.745,210107,0.779,-6.663,0.0348,1.32e-06,0.104,0.778,139.928,INDEP,DE,HipHop & Rap
3aUFrxO1B8EW63QchEl3wX,134,3802,USUM71808242,2hPgGN4uhvXAxiXQBIXOmE,2018-06-08,1,0.58,165053,0.469,-5.946,0.104,1e-04,0.099,0.369,110.573,UMG,US,HipHop & Rap
3AVrVz5rK8Hrqo9YGiVGN5,173,1816,USBQU1700034,1QAJqy2dA3ihHBFIHRphZj,2017-06-09,0,0.369,290147,0.467,-9.018,0.0274,0.46,0.109,0.174,94.473,INDEP,US,Pop
3aW0ds4A4tSQDIp75FqWTo,46,6598,QM4TX1817912,3Nrfpe0tUJi4K4DXYWgMUX,2018-05-18,0,0.557,242334,0.719,-4.515,0.0372,0,0.306,0.344,77.501,INDEP,US,other
3aWPdd6U1xbsIEGEpUaPyQ,182,1734,GBCFB1604708,0cmWgDlu9CwTgxPhf403hb,2017-01-13,0,0.656,448984,0.589,-12.332,0.0493,0.532,0.104,0.155,121.003,INDEP,GB,Electronic & Dance
3axf24Va6v6MrdoTr7l8Te,41,27241,USUM71209203,2y8Jo9CKhJvtfeKOsYzRdT,2012-01-01,0,0.749,166653,0.466,-9.188,0.0514,0,0.27,0.648,112.041,UMG,US,other
3AXtDUSO78KrGa9Rq8rWUS,4,27711,DEWS21700051,4WZGDpNwrC0vNQyl9QzF7d,2018-06-22,1,0.645,162335,0.636,-6.128,0.437,1.49e-06,0.0818,0.897,101.933,SONY,DE,HipHop & Rap
3aYAAXlB1yvUs5MJ0FI3bh,3,42742,DEQ021808485,39KEQQAG9JhIt71g9NEVhh,2019-02-08,1,0.784,166725,0.654,-6.674,0.283,0,0.163,0.661,98.036,INDEP,DE,HipHop & Rap
3aYBjxTMvrEOP0A0UXg9ER,178,2486,USWB11401083,6XyY86QOPPrYVGvF9ch6wz,2014-06-13,0,0.466,217613,0.852,-4.487,0.0585,2.6e-06,0.0989,0.428,164.032,WARNER,US,Rock
3AYFVvzkzUxS96Dpwws9xz,41,10871,DECE72000198,6h1s4i4XKIYv4ErDelLDN0,2020-04-16,0,0.556,194147,0.667,-4.801,0.268,0,0.135,0.424,122.646,UMG,DE,HipHop & Rap
3AymrUApW5JKKaNrHQhcBG,8,71212,GBUM71103767,1dfeR4HaWDbWqFHLkxsg1d,1984-02-27,0,0.304,261627,0.42,-8.882,0.0281,0,0.232,0.328,86.269,UMG,GB,Pop
3AzjcOeAmA57TIOr9zF1ZW,20,13696,GBAHT1901298,6M2wZ9GZgrQXHCFfjv46we,2020-03-27,0,0.647,193829,0.844,-3.756,0.0457,7e-04,0.102,0.746,146.962,UMG,GB,Pop
3AzvNvE3xpgelqmE5MRnbI,97,3589,USAT21704672,1l2ekx5skC4gJH8djERwh1,2017-10-27,0,0.603,209660,0.744,-5.724,0.0458,4.87e-06,0.106,0.605,101.991,WARNER,US,Electronic & Dance
3b0EOvScbZUc0qJx0E1L2z,82,6406,USMO19400306,2iE18Oxc8YSumAU232n4rW,1969-12-18,0,0.639,176333,0.548,-13.534,0.0394,1e-04,0.366,0.887,98.359,UMG,US,Pop
3B0irDyS69y5eAz15xV2Ee,175,5020,SEUM71301326,1vCWHaC5f2uS3yhpwWbIA6,2013-01-01,0,0.532,247427,0.783,-5.697,0.0523,0.0012,0.161,0.643,124.08,UMG,SE,Electronic & Dance
3B3C8mLLcV6X2KfMoBAhRY,69,19937,DEA811601145,3WUe8ADT5d65WeByR3ubl7,2016-12-19,0,0.468,208547,0.32,-7.495,0.0262,0,0.114,0.403,95.012,SONY,DE,other
3B54sVLJ402zGa6Xm4YGNe,5,17026,USSM11703478,6vXTefBL93Dj5IqAWq6OTv,2017-07-14,1,0.726,233902,0.769,-5.043,0.123,0.0101,0.104,0.733,97.985,SONY,US,HipHop & Rap
3b5eOeAbCqH1mmmOtq6bwG,153,1835,ATDH41610001,4hdV053RZJO6dHspJFe2Ru,2016-11-11,0,0.482,216844,0.539,-7.93,0.0602,0,0.209,0.31,71.209,INDEP,AT,Pop
3b5Li4QKDVBx1x7fQuu54a,30,9701,NOG841708010,7vk5e3vY1uw9plTHJAMwjN,2017-05-19,0,0.69,192112,0.876,-4.159,0.059,0,0.147,0.493,123.994,SONY,NO,Electronic & Dance
3B7udSGy2PfgoCniMSb523,106,4331,USNLR1300728,6eUKZXaKkcviH0Ku9w2n3V,2013-01-01,0,0.581,300840,0.0549,-20.514,0.0397,0,0.0718,0.234,152.037,UMG,US,Soundtrack
3b7V2fsO7jmO4gojZIk04e,56,11325,DEQ021903444,2Im8m4STDBosjfmb5hmP80,2019-09-13,0,0.787,170680,0.511,-9.598,0.494,0,0.188,0.447,159.869,INDEP,DE,HipHop & Rap
3BbnFRvRRlw3JN56J5ZpUj,109,3765,GBUM71701636,00FQb4jTyendYWaN8pK0wa,2017-07-21,0,0.333,295569,0.389,-9.132,0.0364,0.0772,0.163,0.25,144.204,UMG,GB,Rock
3BCMPKOdAoXpvDXxiVCwKG,147,2734,FR59R1754500,0wwDZj4zgZORjTGhTujAKx,2017-09-22,1,0.787,216632,0.746,-5.264,0.184,0,0.0574,0.24,95.162,INDEP,FR,HipHop & Rap
3Bd3uTdAS4MBdRsNup3Mf9,157,5413,DEUM71806283,23xqmJEN3oVxwzqtNIyR5m,2018-12-07,0,0.653,244510,0.593,-9.458,0.0565,0.0018,0.0953,0.944,88.014,UMG,DE,Rock
3BDJQNagxTyHWKNvcHtsin,115,2751,FR59R1754497,0wwDZj4zgZORjTGhTujAKx,2017-08-11,1,0.741,146791,0.586,-7.419,0.316,0,0.236,0.222,100.048,INDEP,FR,HipHop & Rap
3bejwgKeed56qo9OkKBaus,126,3762,SE5R71700137,1vCWHaC5f2uS3yhpwWbIA6,2017-10-27,0,0.454,182079,0.43,-6.396,0.0399,0,0.172,0.507,139.956,UMG,SE,Electronic & Dance
3bexRhE1syNajyDcA7u4L3,45,18261,USUM71209203,2y8Jo9CKhJvtfeKOsYzRdT,2012-01-01,0,0.746,166653,0.458,-9.163,0.0575,0,0.237,0.596,112.066,UMG,US,other
3Bf7jl5Xr38QhPKyDXeQAz,99,5786,ATWF51700088,6N8vbhxZ0CYJHd8WGJ9Snf,2018-11-09,0,0.736,208835,0.682,-8.175,0.0309,0.0148,0.123,0.335,119.97,INDEP,AT,Electronic & Dance
3bffZlBH65GZ2rVc9qiHg5,69,9155,NLF712003849,7f5Zgnp2spUuuzKplmRkt7,2020-08-27,0,0.755,169354,0.783,-6.256,0.175,0.0066,0.203,0.419,104.021,INDEP,NL,Electronic & Dance
3BgvCj5oUc8jpL8YCB9y8S,107,3397,GBUM71705145,2wY79sveU1sp5g7SokKOiI,2017-10-06,1,0.463,221596,0.388,-9.367,0.0437,2.54e-06,0.0866,0.166,77.415,UMG,GB,Pop
3bH4HzoZZFq8UpZmI2AMgV,189,3006,QM4TW1898425,0hEurMDQu99nJRq8pTxO14,2018-05-10,0,0.828,216015,0.689,-7.878,0.0326,0.0384,0.0808,0.853,123.931,INDEP,US,Pop
3bHKTyjnhkhCOpTDYTMZmN,170,5316,QM4TX2001956,3Nrfpe0tUJi4K4DXYWgMUX,2020-02-21,0,0.526,261543,0.575,-5.215,0.0309,0,0.108,0.19,84.047,INDEP,US,other
3bidbhpOYeV4knp8AIu8Xn,34,10919,GMM881200021,5BcAKTbp20cv7tC5VqPFoC,2012-10-09,0,0.641,258343,0.922,-4.457,0.0786,0,0.0862,0.847,146.078,WARNER,GM,HipHop & Rap
3BK6VAUG1xgIslfKymd1hK,82,5979,ATV861200055,1sHqN86MUBlDsePbt8hqzG,2013-02-05,0,0.657,105143,0.653,-14.729,0.0412,0.737,0.232,0.0633,105.001,INDEP,AT,Soundtrack
3bkkMZEAhx7rTVz1C0itRQ,175,3925,QM4TW2013921,3Nrfpe0tUJi4K4DXYWgMUX,2020-02-21,0,0.719,198261,0.758,-5.167,0.0851,0,0.129,0.49,147.023,INDEP,US,other
3BmjRmFTESgWZLPSVGp8aG,138,2972,USWB10300465,6XyY86QOPPrYVGvF9ch6wz,2003-03-24,0,0.535,175373,0.951,-3.324,0.18,0,0.0669,0.723,160.102,WARNER,US,Rock
3bMNtFiYXbG8cQy65AvKPf,18,11464,DEQ121753742,39KEQQAG9JhIt71g9NEVhh,2018-02-09,1,0.643,180645,0.876,-3.83,0.513,0,0.292,0.708,92.685,INDEP,DE,HipHop & Rap
3bOoVnf3pItMfU5PMossd9,184,3366,DEA621800763,5PlfkPxwCpRRWQJBxCa0By,2018-06-08,0,0.75,173120,0.732,-4.811,0.0498,0,0.0503,0.527,120.048,WARNER,DE,Pop
3BORnh3lPd7UbhdFh9Bcsf,66,4771,FR9W11726258,7CUFPNi1TU8RowpnFRSsZV,2018-01-25,1,0.818,199306,0.638,-7.641,0.214,0,0.137,0.387,150.038,UMG,FR,HipHop & Rap
3bqGjTDofWdOMwmo0nhfwS,131,2459,NOUM71700124,3AVfmawzu83sp94QW7CEGm,2017-04-07,0,0.511,234867,0.549,-7.874,0.111,0,0.156,0.33,134.648,UMG,NO,Pop
3BsNzVRdutPdMwhCsRSdLw,93,7774,DECE71900046,5p7mWeX4RlvqBCxylfiXdE,2019-04-19,0,0.811,210669,0.654,-5.977,0.179,0,0.121,0.53,127.968,UMG,DE,HipHop & Rap
3bSrpGWHrMlwZ0TdBMXv1p,179,5239,QM4TX2001952,3Nrfpe0tUJi4K4DXYWgMUX,2020-02-21,0,0.589,233266,0.696,-7.981,0.0725,0,0.0808,0.332,134.953,INDEP,US,other
3BUQFs6aFWh7EFNmI8bfL7,186,1664,USMC15719963,293zczrfYafIItmnmM3coR,1959-01-01,0,0.516,161560,0.798,-9.049,0.083,1e-04,0.305,0.969,168.195,UMG,US,Rock
3bVbQvGVIe4n24AzyXovXh,47,8112,INS182000074,3h1fFIofdTGrHbqisHyWgI,2017-07-17,0,0.644,220839,0.531,-6.591,0.0673,0,0.0838,0.524,100.028,INDEP,IN,Pop
3bvjsHQd792zIO4SKFxXKs,71,6693,USAT21703592,4sTQVOfp9vEMCemLw50sbu,2017-09-15,0,0.485,205027,0.91,-2.096,0.0977,0,0.138,0.649,124.18,WARNER,US,Electronic & Dance
3bWAqKDWg6u1davspr5IkS,1,25586,DEA621701135,3t5xRXzsuZmMDkQzgOX35S,2017-05-19,0,0.653,189307,0.81,-6.032,0.0558,0,0.126,0.583,121.951,WARNER,DE,Electronic & Dance
3bxtgzAeAZPdRtKoPL5GG2,185,3321,GBHMU1100020,5lKZWd6HiSCLfnDGrq9RAm,2011-08-16,0,0.595,239427,0.745,-2.053,0.0259,1.71e-06,0.448,0.459,124.993,SONY,GB,Pop
3BxzQaXrfoWo1lYLZjJqyD,164,1633,GBKPL1778698,4GNC7GD6oZMSxPGyXy4MNB,2017-03-31,0,0.572,218492,0.319,-6.206,0.0685,0,0.161,0.359,110.922,UMG,GB,Rock
3ByblMnJg6NOOJdvKoDx9Z,83,5973,ATR211810105,1XKwIEhIqcbGK5eMpWHFHh,2018-02-08,0,0.385,169660,0.206,-14.122,0.0321,0,0.108,0.173,149.646,INDEP,AT,Pop
3BZ2ofIfarnOJnhkydCV9a,162,4814,DECE71900893,0o0PoOOyXcmqcyVz8aSdYu,2020-04-09,0,0.592,158382,0.743,-5.48,0.0838,7.31e-06,0.102,0.691,175.571,UMG,DE,HipHop & Rap
3C0clLWH3HLuZy0bX5ie3U,65,8487,DEUM72000010,387fj6TuPJ3y2H8ViAm6r0,2020-02-07,0,0.736,158000,0.652,-5.954,0.0933,0,0.207,0.495,87.038,UMG,DE,Pop
3C0XXgpDgN4UMqC5rATVyO,67,4927,DETX91500673,4WZGDpNwrC0vNQyl9QzF7d,2017-09-29,1,0.503,158973,0.777,-6.195,0.824,0,0.111,0.534,89.926,UMG,DE,HipHop & Rap
3c0YI3VZ1aKfWlKBzTzah4,75,3722,DEQ121749711,3OYM3jjPVR60kOqmamRRgk,2017-11-03,0,0.59,214507,0.723,-5.552,0.256,0,0.0945,0.352,87.773,INDEP,DE,HipHop & Rap
3C2xQqHVkhA1Ht17SzPRke,130,3203,NZDY11700013,38CvLGTsjtoloDgv3OKQp8,2018-02-23,1,0.697,208486,0.521,-6.519,0.031,0,0.189,0.331,91.998,INDEP,NZ,Pop
3c3XJ9P1BjOtmNXKvdVyHK,36,10302,CHB701400189,1vCWHaC5f2uS3yhpwWbIA6,2015-10-02,0,0.631,206067,0.836,-3.386,0.0343,0.139,0.135,0.321,134.987,UMG,CH,Electronic & Dance
3c6gJgXzy4na0NWlIEUpKt,115,2763,USWB11700222,6XyY86QOPPrYVGvF9ch6wz,2017-05-10,0,0.47,214347,0.74,-6.093,0.07,0,0.091,0.562,84.841,WARNER,US,Rock
3C6xf0C0XeEI5mVk3NG5lt,71,8828,DECE72000199,6h1s4i4XKIYv4ErDelLDN0,2020-04-16,1,0.583,174720,0.701,-5.769,0.481,0,0.11,0.538,83.29,UMG,DE,HipHop & Rap
