week,track_id,region,streams,rank
2018-12-16,3nwG4L1J4a8MXq4R01Hilb,at,37479,109
2018-12-16,3PIDciSFdrQxSQSihim3hN,at,19472,150
2018-12-16,3QiAAp20rPC3dcAtKtMaqQ,at,4819,198
2018-12-16,3Rq0ElVcisouAl71RtnTUS,at,62969,49
2018-12-16,3sRndoHhqNPrcrgEIdHs8V,at,26607,155
2018-12-16,3yuMTMJQ2gkvLhMVZLrcRV,at,127806,7
2018-12-16,3Z3QhZAZpqwZa1phsbQ3JZ,at,169254,3
2018-12-16,3zJw3rugfpVrmBeDDnUYzy,at,150242,7
2018-12-16,424hXQ2DfVV6lv8HGmLhvz,at,15327,164
2018-12-16,42KbmH5H47WGQH6dBaCLsq,at,18519,54
2018-12-16,483ykNWhSQXYprueXUMNeo,at,33162,141
2018-12-16,4BiiOzZCrXEzHRLYcYFiD5,at,17636,149
2018-12-16,4Bj3usjRTckEJARO0dLbDf,at,93180,23
2018-12-16,4EM8ZRafUv02ugYyJoJo7o,at,40543,87
2018-12-16,4EZUcj7c8n9pWIwHqN0DoH,at,5482,172
2018-12-16,4fzyvSu73BhGvi96p2zwjL,at,70027,37
2018-12-16,4G0Ntye3QubS2Ys8GMg8vy,at,28432,119
2018-12-16,4HEOgBHRCExyYVeTyrXsnL,at,28067,108
2018-12-16,4HIv1dRF270YMyfvuxnF0d,at,56624,55
2018-12-16,4hQ6UGyWQIGJmHSo0J88JW,at,22001,137
2018-12-16,4jvjzW7Hm0yK4LvvE0Paz9,at,41314,88
2018-12-16,4JxvECbZ3Oes1eUrmhQNSH,at,16851,164
2018-12-16,4kAIdBQEmb1M9ryd9tNSCD,at,34593,138
2018-12-16,4keoy2fqgwGnbWlm3ZVZFa,at,3663,192
2018-12-16,4kWO6O1BUXcZmaxitpVUwp,at,7764,186
2018-12-16,4LdDpouqG1nQBFJqTEw1he,at,16096,75
2018-12-16,4M3FO0ji6Lc8vwD1sgf1nc,at,16066,151
2018-12-16,4m5Cd9kAbIxg6t9sMrQWtk,at,30162,107
2018-12-16,4MshU1BZjRZjXtoSpaOJlL,at,34295,123
2018-12-16,4nBcGqwztDJ29cyHVJtXsB,at,81764,26
2018-12-16,4NBTZtAt1F13VvlSKe6KTl,at,12796,156
2018-12-16,4Nip6oiJU24LqcUEi7u19S,at,112581,14
2018-12-16,4ofwffwvvnbSkrMSCKQDaC,at,40541,98
2018-12-16,4paAidoE8VAemwU4jgCc6l,at,5487,167
2018-12-16,4PS1e8f2LvuTFgUs1Cn3ON,at,20679,131
2018-12-16,4PwQl3zVNOg1NUZzTOux8S,at,43165,82
2018-12-16,4QIyEq7TcTdAcxjI2AFlAK,at,16146,168
2018-12-16,4rAN7PfOWxyR9MAeUd7wLy,at,25599,159
2018-12-16,4rERoP56GEEjKmshbphPBK,at,17483,64
2018-12-16,4ricyQVd20UQde1jpXCSuJ,at,9993,159
2018-12-16,4S8d14HvHb70ImctNgVzQQ,at,31023,152
2018-12-16,4so0Wek9Ig1p6CRCHuINwW,at,36992,102
2018-12-16,4tHqQMWSqmL6YjXwsqthDI,at,15112,114
2018-12-16,4tW7mc0pab35DznfVlr3px,at,67896,42
2018-12-16,4UOXo3xWnxYdTf3sFyRaUG,at,120273,11
2018-12-16,4uqRDeCgXPLQFYqA5uf5Tr,at,51720,56
2018-12-16,4w8niZpiMy6qz1mntFA5uM,at,76193,34
2018-12-16,4XHP5B63UsW0GniEx7oMHu,at,7466,190
2018-12-16,517HDzHbAwuGM25wiU5r9J,at,45043,70
2018-12-16,550rQQCGkrTzvp4SfpOPzx,at,115733,14
2018-12-16,57fDcLa203GnDF9OYJd6mV,at,41463,89
2018-12-16,58q2HKrzhC3ozto2nDdN4z,at,15859,181
2018-12-16,5ASM6Qjiav2xPe7gRkQMsQ,at,38164,41
2018-12-16,5Ber68jZ7ytegr2UISEdb7,at,37565,102
2018-12-16,5CLGzJsGqhCEECcpnFQA8x,at,33313,138
2018-12-16,5d35jcJj7WjDQBOHCHPY6t,at,62969,48
2018-12-16,5Fla3zyOCcIRqrDoKLU0DP,at,70395,37
2018-12-16,5hslUAKq9I9CG2bAulFkHN,at,78675,29
2018-12-16,5IaHrVsrferBYDm0bDyABy,at,31645,154
2018-12-16,5JEx7HbmvHQQswJCsoo9rA,at,49917,68
2018-12-16,5kfNriitmkNE8mUbZ7gbq8,at,16851,150
2018-12-16,5KHzV8Gf3aweIMImliFAOs,at,73977,26
2018-12-16,5lyikKk6KFWfWCuDDir9Fx,at,28887,108
2018-12-16,5N5k9nd479b1xpDZ4usjrg,at,43811,84
2018-12-16,5p7ujcrUXASCNwRaWNHR1C,at,92914,20
2018-12-16,5P8EPCYTLW2bR4PanlvEpI,at,56080,64
2018-12-16,5PdzMDbwPlqzXuauAarup3,at,3612,198
2018-12-16,5Q2P43CJra0uRAogjHyJDK,at,37978,103
2018-12-16,5T8EDUDqKcs6OSOwEsfqG7,at,31473,157
2018-12-16,5tAa8Uaqr4VvA3693mbIhU,at,46648,63
2018-12-16,5UtiebKGhsSce9gX1qCqic,at,51234,73
2018-12-16,5x37oQPX5730aqxlvXT2qa,at,43389,85
2018-12-16,5XM67HdnPub0nMDqJEUPdy,at,40718,83
2018-12-16,5Xn4IyTtW6FUGIUyWjbUHG,at,7661,180
2018-12-16,60xC0emlnvXPPnxLQtXvx4,at,4901,134
2018-12-16,63SevszngYpZOwf63o61K4,at,36069,118
2018-12-16,65awclibIvEl9N5kSANFii,at,3726,198
2018-12-16,65Q2mv3UlVi9eO70OpsmSe,at,47067,57
2018-12-16,6bNuwzORFWORu9Ym7dBCPl,at,22911,105
2018-12-16,6DCZcSspjsKoFjzjrWoCdn,at,11291,187
2018-12-16,6gDqTTjSav4gA7U3g0nNV9,at,14694,165
2018-12-16,6Gy7rXB6Ku5vIWC7WGWsl3,at,46593,80
2018-12-16,6h5PAsRni4IRlxWr6uDPTP,at,7504,199
2018-12-16,6hFmSZIw5gmn9mK4hfqozy,at,85929,21
2018-12-16,6hSbkhKnY0INN355GvKmgO,at,55959,52
2018-12-16,6LKYeyLt4G4SlZ6OJwFhVS,at,4200,158
2018-12-16,6mQLN3zRtAp6ovjusyYKrV,at,4040,199
2018-12-16,6pVW5LRWgeLaHudxauOTJU,at,105188,16
2018-12-16,6s2wpWPFPAgKg2LXxi1Oee,at,46589,53
2018-12-16,6tjituizSxwSmBB5vtgHZE,at,45466,73
2018-12-16,6WkbQW89dlU7z6Tr99P0nl,at,36526,100
2018-12-16,6YJdPrH3i2POzu7hdHIRrb,at,33964,127
2018-12-16,6zeeWid2sgw4lap2jV61PZ,at,29759,111
2018-12-16,70f0ToGXTEtLKFSwHMbHoC,at,40893,79
2018-12-16,71XGMPKmWtVxO7bGcGZhbn,at,75044,34
2018-12-16,75clRtmtXSkZsPm6SjjQ5j,at,23355,94
2018-12-16,75zwAkyhjTb6CVX9gMJSU4,at,27083,32
2018-12-16,77VLYTyrdlHEWcjhjQoXlz,at,3729,200
2018-12-16,78pn8k7RogKo2oxl0DyX6d,at,4883,197
2018-12-16,78QR3Wp35dqAhFEc2qAGjE,at,15806,179
2018-12-16,7dt6x5M1jzdTEt8oCbisTK,at,50585,71
2018-12-16,7ecGSqT8Ulbzhs5QwgWGVN,at,53431,69
2018-12-16,7f4zVC7NpraLjXjFx9DNDt,at,9007,181
2018-12-16,7F9oCEKbqjN99cV5HpvYER,at,26969,126
2018-12-16,7fa9MBXhVfQ8P8Df9OEbD8,at,45092,85
2018-12-16,7FGq80cy8juXBCD2nrqdWU,at,62252,44
2018-12-16,7gcKoI9KokClK9ZUjNFgZa,at,9922,156
2018-12-16,7inXu0Eaeg02VsM8kHNvzM,at,43665,76
2018-12-16,7K7MUBCnzgBAvMVW2RTWNs,at,58356,53
2018-12-16,7KPGeiXWDsGEvFK62wzU8E,at,123152,1
2018-12-16,7L673Cv2lzQJkG4eyqjG0Q,at,15835,145
2018-12-16,7Lbxvt42JsNSKVCaN63qhD,at,157927,5
2018-12-16,7m9OqQk4RVRkw9JJdeAw96,at,7394,193
2018-12-16,7pdF27mSDuPWhppnHAmWHa,at,35791,105
2018-12-16,7taXf5odg9xCAZERYfyOkS,at,85251,24
2018-12-16,7tFiyTwD0nx5a1eklYtX2J,at,43014,95
2018-12-16,7uM7YZwNZqdDMG0NfGhmux,at,35462,126
2018-12-16,7vQbuQcyTflfCIOu3Uzzya,at,85411,21
2018-12-16,7xapw9Oy21WpfEcib2ErSA,at,64166,46
2018-12-16,7y5chiQbuvviOYUfUmOPqo,at,38080,109
2018-12-23,0247StOpd3AkeBQzANX4Zf,at,85578,19
2018-12-23,02iUVk5hDjUseFNgYXwF9I,at,8008,174
2018-12-23,04MLEeAMuV9IlHEsD8vF6A,at,14596,142
2018-12-23,04vLj9QUXoKdRlsp3gkURo,at,26427,83
2018-12-23,04ZTP5KsCypmtCmQg5tH9R,at,15147,136
2018-12-23,05Mp2UJulSttxQ4E6hQPH3,at,31794,81
2018-12-23,06xtJscJRJBZjTThCy46iq,at,20298,126
2018-12-23,08bNPGLD8AhKpnnERrAc6G,at,25924,75
2018-12-23,09IStsImFySgyp0pIQdqAc,at,15889,131
2018-12-23,09OojFvtrM9YRzRjnXqJjA,at,37842,54
2018-12-23,0AoddBrfHHyRMPiZBA3rmB,at,9610,140
2018-12-23,0bjRU06oKQ7Rt7kle9zA2b,at,14004,166
2018-12-23,0bYg9bo50gSsH3LtXe2SQn,at,222365,1
2018-12-23,0DAmSYQW9kq9gQNDI002KP,at,7459,185
2018-12-23,0dGSOCj6hdV5Nr0V8FjONc,at,92781,12
2018-12-23,0dKBg0sPcfOFXFxSs23Xz5,at,20906,96
2018-12-23,0e7ipj03S05BNilyu5bRzt,at,34461,64
2018-12-23,0E9ZjEAyAwOXZ7wJC0PD33,at,88717,11
2018-12-23,0eKKoqxVuKTQAfzNXlCeCD,at,23778,98
2018-12-23,0eLrZL1SJRqgN7iQZGY8Js,at,29319,77
2018-12-23,0ezxVlILGg3XiTJONE7PEn,at,17641,111
2018-12-23,0fMPGhXjm1E1CGKkHRSBro,at,3388,188
2018-12-23,0FZ4Dmg8jJJAPJnvBIzD9z,at,45411,39
2018-12-23,0HKQM0ehEP4MLRzBc3ypiv,at,18172,27
2018-12-23,0hnErtVKN1JyvfBNfpWDpO,at,108425,12
2018-12-23,0hvN2v6fAcB6xWyW7UaooA,at,8560,158
2018-12-23,0iV9yfj1knFNOSEiuTHZwl,at,14399,150
2018-12-23,0iyrGs4yXc2lWQCqCgCx0C,at,36769,58
2018-12-23,0j55I9vHZzI6x6yqrSJQ7M,at,18151,101
2018-12-23,0jAfdqv18goRTUxm3ilRjb,at,6631,185
2018-12-23,0jB0RNZIfaihaDKNmdrI40,at,48797,35
2018-12-23,0JP9xo3adEtGSdUEISiszL,at,25176,94
2018-12-23,0kLA41xkWzzYzMIEGFuDkP,at,61308,2
2018-12-23,0lizgQ7Qw35od7CYaoMBZb,at,139179,8
2018-12-23,0lLdorYw7lVrJydTINhWdI,at,116250,10
2018-12-23,0oZyouBDStcJEUbTmSfys2,at,66501,25
2018-12-23,0pGdmGx8l6OkT3FGgudLUr,at,19867,95
2018-12-23,0pqnGHJpmpxLKifKRmU6WP,at,15003,146
2018-12-23,0RMrNZG8THmtHXU90tfsQY,at,35859,63
2018-12-23,0SvD6EdetxVtXei2JhkV4B,at,130959,7
2018-12-23,0tgVpDi06FyKpA1z0VMD4v,at,13521,181
2018-12-23,0todbbT9g5uQGbeFCiBf2F,at,25348,80
2018-12-23,0tp6mwUt99QnfY95T30Lqj,at,21367,113
2018-12-23,0tXPhc8LvM4dPvoRwI66XQ,at,17880,109
2018-12-23,0xPaZrF25ltzvz1a2Pm5DQ,at,8309,165
2018-12-23,0YammaEkYSeo9vQYZ1OwS6,at,24795,70
2018-12-23,116H0KvKr2Zl4RPuVBruDO,at,18407,101
2018-12-23,11Hq1xTlR8Bgm3Pgv9EqGs,at,7899,178
2018-12-23,11P4sSu6BH2lAbWk1sL6cK,at,50310,38
2018-12-23,13hvHEstJ4sNbzdroPrPI3,at,25696,78
2018-12-23,14GkIcUm1yKjtwslDA6tHP,at,8154,172
2018-12-23,14JzyD6FlBD5z0wV5P07YI,at,36408,61
2018-12-23,14kafeLy8vQRvGhA9nQnC8,at,15602,139
2018-12-23,14mHfNsSHN0FbLftyjrV9g,at,10300,176
2018-12-23,14sOS5L36385FJ3OL8hew4,at,26604,72
2018-12-23,15coTBAzEN1bOeipoNDZAR,at,57074,31
2018-12-23,1AjebVX4K3KLY8Shz2gQ5A,at,9946,185
2018-12-23,1bqypXWn45G1mCgJUFy8Km,at,9314,149
2018-12-23,1dinW5tLGDdPhxtW8vMkUn,at,7208,191
2018-12-23,1DnSNqCQM3LUxqFuXt184Q,at,7105,195
2018-12-23,1EK5Z3jnZh1nHXPUXpaLhK,at,30350,74
2018-12-23,1foCxQtxBweJtZmdxhEHVO,at,43136,46
2018-12-23,1fyvQWmRbW81M0xXKI1Rrk,at,15344,138
2018-12-23,1GbyYL0B0Mjn3kSbrEwKKI,at,40589,55
2018-12-23,1hEUZVap65B5UwJKJMJyWD,at,20662,121
2018-12-23,1hy6kKvsPbv7VTcllCuATC,at,64327,27
2018-12-23,1hYr1CRD22M1uHr0aPCEGm,at,14988,151
2018-12-23,1imtCbjVIxYIkurjkye7Dg,at,14619,153
2018-12-23,1IPRghUN3LFPNbCTsfBJx9,at,174515,2
2018-12-23,1j5eoLdkidSx48QUeLlHHD,at,18354,102
2018-12-23,1JCxZ01QTK8UySsNK3xr9u,at,7335,188
2018-12-23,1LcvTvRfWrQjrF6aymfugd,at,69101,23
2018-12-23,1MFSD0AkPk8Yq7TDEhrHcb,at,24532,82
2018-12-23,1mH6tZC6iXIHPI6EixCwxw,at,29482,75
2018-12-23,1N7YeVU0ZwAFbOhwM61ef6,at,10518,172
2018-12-23,1NghHeg0wE32eBYrQBVQXL,at,28851,86
2018-12-23,1NJcg626wLln4pGHpiV7mf,at,22667,104
2018-12-23,1oJ8EDr2pv94IvSd6ZmDgo,at,9792,192
2018-12-23,1PqYuz29Q8EL8KGYDTkz2R,at,7294,190
2018-12-23,1Qi2wh8fFgDV7tl4Sj3f2K,at,73258,22
2018-12-23,1rCcsYnmqbMYdkG7kS9GC5,at,53349,24
2018-12-23,1rfofaqEpACxVEHIZBJe6W,at,11058,153
2018-12-23,1rqqCSm0Qe4I9rUvWncaom,at,126351,6
2018-12-23,1SDWa2NAPvVjLhIXDM9Zgi,at,35488,66
2018-12-23,1Udy17gjGeZPNdmmcLjl7L,at,8681,155
2018-12-23,1uGERQ2DVv7j9WSsWzOHVp,at,9950,178
2018-12-23,1UQbxSOVbauPxaUh337GTx,at,76971,21
2018-12-23,1VuAamHM7P3VQQEXYGG3Uu,at,29022,79
2018-12-23,1WLweWdf4XaTIrFygnoEzJ,at,8978,152
2018-12-23,1wtKmJbFITh1WRz70QWksh,at,41486,50
2018-12-23,1wur1SW656paPv7EyTqWu4,at,15952,127
2018-12-23,1Wzc0exy0Y6vuKka4AVO8E,at,9355,148
2018-12-23,1xzBco0xcoJEDXktl7Jxrr,at,23753,98
2018-12-23,1YBItUnKj01KBXhpFtvINp,at,44591,44
2018-12-23,1zB4vmk8tFRmM9UULNzbLB,at,14518,154
2018-12-23,1zl1smQ584EZKCfLVeYWNq,at,31773,86
2018-12-23,214Mx6MSJhtaO1uPtZGqLH,at,22866,93
2018-12-23,222B3aljXx6fFwKmFjuBED,at,14166,156
2018-12-23,22An65gG31JLf9n18qjdhZ,at,13313,176
2018-12-23,2374M0fQpWi3dLnB54qaLX,at,10523,155
2018-12-23,25leEEaz1gIpp7o21Fqyjo,at,34785,65
2018-12-23,25sgk305KZfyuqVBQIahim,at,177353,2
2018-12-23,261HyYPYNd6vbRj8kMWOXM,at,10058,134
2018-12-23,27rdGxbavYJeBphck5MZAF,at,46223,36
2018-12-23,285pBltuF7vW8TeWk8hdRR,at,31507,83
2018-12-23,2BgEsaKNfHUdlh97KmvFyo,at,34047,62
2018-12-23,2bhUuihxnwHia4kXN0Tx6m,at,16345,119
2018-12-23,2c7GlMNmF7pbohjykutmLP,at,22045,104
2018-12-23,2dpaYNEQHiRxtZbfNsse99,at,81303,14
2018-12-23,2EjXfH91m7f8HiJN1yQg97,at,56656,33
2018-12-23,2eNSyVH3sNPiAj9WpRYK73,at,65624,24
2018-12-23,2eRq2jwsZtb0uGH4qUsvT1,at,29023,100
2018-12-23,2FRnf9qhLbvw8fu4IBXx78,at,217358,1
2018-12-23,2fuCquhmrzHpu5xcA1ci9x,at,3268,186
2018-12-23,2fUcw8H81f2XJqRfqWYW93,at,46362,37
2018-12-23,2FUNBaa5DwItJtYEBgAblU,at,16344,125
2018-12-23,2FY7b99s15jUprqC0M5NCT,at,39101,51
2018-12-23,2G7V7zsVDxg1yRsu7Ew9RJ,at,10009,181
2018-12-23,2gbCG4Rt9984UZ7Tc0dIFd,at,70064,23
2018-12-23,2HD7DoEe9FdtvGdAdQIv5W,at,7694,183
2018-12-23,2hIY4sjfMeKwXXh2LvhrMo,at,24138,94
2018-12-23,2IRZnDFmlqMuOrYOLnZZyc,at,28156,68
2018-12-23,2ISl1zekPsc26sUQpVt8UB,at,169746,4
2018-12-23,2iUXsYOEPhVqEBwsqP70rE,at,32797,72
2018-12-23,2kx7rcukcL50UysnBiWJxf,at,19389,134
2018-12-23,2L9QLAhrvtP4EYg1lY0Tnw,at,61866,26
2018-12-23,2LskIZrCeLxRvCiGP8gxlh,at,47678,37
2018-12-23,2ocrEAYiUJAQozXzhuxejF,at,9824,138
2018-12-23,2OQ6a4CfUeYskpTTgyawyJ,at,53765,34
2018-12-23,2P91MQbaiQOfbiz9VqhqKQ,at,10728,161
2018-12-23,2PAYSgrVOBz8RJqp9B7QLu,at,143775,5
2018-12-23,2pnPe4pJtq7689i5ydzvJJ,at,14525,145
2018-12-23,2pXpURmn6zC5ZYDMms6fwa,at,57170,29
2018-12-23,2qqZ5fOGuNvYVzgPFDLQ4l,at,35029,66
2018-12-23,2qT1uLXPVPzGgFOx4jtEuo,at,10837,160
2018-12-23,2RP8Svo0pMwZXnVcmOffDw,at,34053,59
2018-12-23,2rPE9A1vEgShuZxxzR2tZH,at,76750,18
2018-12-23,2RSHsoi04658QL5xgQVov3,at,44931,40
2018-12-23,2SBr3MK1sdMs8IxdRcN6qz,at,61504,28
2018-12-23,2SRVj6ceeIffVEm9NFyRHI,at,55989,39
2018-12-23,2t8yVaLvJ0RenpXUIAC52d,at,9799,188
2018-12-23,2TIlqbIneP0ZY1O0EzYLlc,at,3247,200
2018-12-23,2uFaJJtFpPDc5Pa95XzTvg,at,45528,47
2018-12-23,2Uj2ZAglkVkCU0pcF7cwZ3,at,8184,169
2018-12-23,2VxeLyX666F8uXCJ0dZF8B,at,60743,29
2018-12-23,2vzQotgEoJMvqOQp9XxqFR,at,41029,57
2018-12-23,2xGfRJWGojhSv9VKAfjKh1,at,21569,112
2018-12-23,2xGO2UjzxeVQSIkyg98vck,at,22639,14
2018-12-23,2xLMifQCjDGFmkHkpNLD9h,at,41016,52
2018-12-23,2Ysi49tRdVH74d1Cnc4o94,at,26148,94
2018-12-23,2zy9TMoZlYGuCNY4TLqG24,at,16578,119
2018-12-23,30K9xVNSog0DVr5ey5yVoY,at,40006,49
2018-12-23,31Zs71Yb7YoPlFx2p1uKRX,at,171976,4
2018-12-23,32h59T8q2SonUPJ006lyXt,at,7733,182
2018-12-23,32IuvbWbYRjjPWndi8oMkg,at,10616,126
2018-12-23,35EIR7f2HpE7Em52LnRdAs,at,7995,176
2018-12-23,38KR9aB0bPkjM4gKhKr7tr,at,92179,11
2018-12-23,38zwkK6TtTjIW9tpYBfZ3D,at,3295,194
2018-12-23,3a8SCGDMZVKRPgjY8MplFQ,at,33635,79
2018-12-23,3AgiRs3oxc2dFh0CPUHXJs,at,41888,51
2018-12-23,3AlpkljBS1AU7HFVPms8K6,at,49989,45
2018-12-23,3axf24Va6v6MrdoTr7l8Te,at,44814,41
2018-12-23,3AXtDUSO78KrGa9Rq8rWUS,at,34307,76
2018-12-23,3AymrUApW5JKKaNrHQhcBG,at,106337,8
2018-12-23,3B3C8mLLcV6X2KfMoBAhRY,at,19937,70
2018-12-23,3DGar7krWlmrXRFHBcQF6z,at,14000,106
2018-12-23,3ee8Jmje8o58CHK66QrVC2,at,36092,65
2018-12-23,3EPXxR3ImUwfayaurPi3cm,at,89185,10
2018-12-23,3FHppoOv1gMexzC9XyMCFz,at,38590,60
2018-12-23,3h1EREJfCwyv6cG7CGak5d,at,16305,124
2018-12-23,3HBvs6g8WgT8KT1gZzGSX1,at,18854,104
2018-12-23,3Htz83JjUVxDnhQ8MPknnt,at,18040,110
2018-12-23,3id2EVGKc3eFAMn9nFnB0r,at,49723,29
2018-12-23,3iMRGDhn0ghHIUMmlKrJOh,at,69834,24
2018-12-23,3iwZ8hg0q1kTBB5kjg0nO4,at,42846,49
2018-12-23,3JKvHtrY7PXO7afJ9m6IG0,at,17192,115
2018-12-23,3KkXRkHbMCARz0aVfEt68P,at,59002,27
2018-12-23,3KLygy1YWhmrQx0GRs7IOx,at,40150,53
2018-12-23,3LMQL9CSxvUP2m8FeFszP6,at,21815,120
2018-12-23,3lr7xUKPIBRmOWwGY2JNSH,at,23055,103
2018-12-23,3MrTi2XjvQCZm8V1P1ryuR,at,88100,15
2018-12-23,3mulaE9xF8LhmwZN61kHvS,at,41812,52
2018-12-23,3nAp4IvdMPPWEH9uuXFFV5,at,97482,15
2018-12-23,3NuK5xMlSlB6K2Qp16zf3h,at,34756,60
2018-12-23,3nwG4L1J4a8MXq4R01Hilb,at,31662,88
2018-12-23,3Ol2xnObFdKV9pmRD2t9x8,at,3155,195
2018-12-23,3PIDciSFdrQxSQSihim3hN,at,27330,90
2018-12-23,3QiAAp20rPC3dcAtKtMaqQ,at,17913,112
2018-12-23,3R5JICm2HSTT4rcyN6MUHB,at,8246,166
2018-12-23,3Rq0ElVcisouAl71RtnTUS,at,60583,34
2018-12-23,3sRndoHhqNPrcrgEIdHs8V,at,20952,123
2018-12-23,3swc6WTsr7rl9DqQKQA55C,at,14106,164
2018-12-23,3TsBzYxkYRHoEll9u77pGr,at,17711,113
2018-12-23,3VTNVsTTu05dmTsVFrmGpK,at,15493,136
2018-12-23,3yhaXZury9ZUpfXvdvuWiB,at,6655,183
2018-12-23,3yQbBL8hsYtUhXSrmbKq8X,at,18694,105
2018-12-23,3yuMTMJQ2gkvLhMVZLrcRV,at,110786,8
2018-12-23,3Z3QhZAZpqwZa1phsbQ3JZ,at,180113,3
2018-12-23,3zJw3rugfpVrmBeDDnUYzy,at,160409,5
2018-12-23,40T5GIqQ1CegGm2PTEl8Bu,at,6335,198
2018-12-23,424hXQ2DfVV6lv8HGmLhvz,at,29084,78
2018-12-23,42KbmH5H47WGQH6dBaCLsq,at,29567,85
2018-12-23,44mYhOVgerj2qPjkGDVA6n,at,7786,181
2018-12-23,483ykNWhSQXYprueXUMNeo,at,30435,78
2018-12-23,4aBYzs8RxZMuqyOanNlf8I,at,12682,112
2018-12-23,4bHsxqR3GMrXTxEPLuK5ue,at,3363,177
2018-12-23,4BiiOzZCrXEzHRLYcYFiD5,at,6900,179
2018-12-23,4Bj3usjRTckEJARO0dLbDf,at,85552,16
2018-12-23,4EM8ZRafUv02ugYyJoJo7o,at,38583,60
2018-12-23,4eXL9ici1ddorTRr5jJQvm,at,35925,64
2018-12-23,4EZUcj7c8n9pWIwHqN0DoH,at,25977,89
2018-12-23,4FPrAERfkPKOBKrRoyuxLu,at,8170,171
2018-12-23,4fzyvSu73BhGvi96p2zwjL,at,70396,25
2018-12-23,4G0Ntye3QubS2Ys8GMg8vy,at,20297,128
2018-12-23,4gnuy9VBU2GGrN60UMB79t,at,11196,150
2018-12-23,4gS5rKGbcgXsSMXGmwzBl6,at,14348,152
2018-12-23,4gWpUjTbcwASiRVkJM319B,at,16522,118
2018-12-23,4HEOgBHRCExyYVeTyrXsnL,at,40498,53
2018-12-23,4HIv1dRF270YMyfvuxnF0d,at,46696,42
2018-12-23,4hQ6UGyWQIGJmHSo0J88JW,at,17518,114
2018-12-23,4IAVIBh9jbYN30DwpHFMD4,at,14230,158
2018-12-23,4jvjzW7Hm0yK4LvvE0Paz9,at,32764,70
2018-12-23,4JxvECbZ3Oes1eUrmhQNSH,at,15715,134
2018-12-23,4kAIdBQEmb1M9ryd9tNSCD,at,28843,97
2018-12-23,4keoy2fqgwGnbWlm3ZVZFa,at,14196,149
2018-12-23,4kWO6O1BUXcZmaxitpVUwp,at,16224,130
2018-12-23,4LdDpouqG1nQBFJqTEw1he,at,30343,73
2018-12-23,4LUAIXN6bpnEVaJZOLfuDt,at,8424,162
2018-12-23,4M3FO0ji6Lc8vwD1sgf1nc,at,15478,134
2018-12-23,4m5Cd9kAbIxg6t9sMrQWtk,at,16146,127
2018-12-23,4mGxpq4nAOz9ZHe7GmPcgO,at,6583,184
2018-12-23,4MrfQL4TYQXJBlZYpAHTuE,at,8594,157
2018-12-23,4MshU1BZjRZjXtoSpaOJlL,at,25015,91
2018-12-23,4nBcGqwztDJ29cyHVJtXsB,at,70076,22
2018-12-23,4NBTZtAt1F13VvlSKe6KTl,at,17885,106
2018-12-23,4Nip6oiJU24LqcUEi7u19S,at,106002,8
2018-12-23,4ofwffwvvnbSkrMSCKQDaC,at,33024,67
2018-12-23,4PS1e8f2LvuTFgUs1Cn3ON,at,30495,81
2018-12-23,4PwQl3zVNOg1NUZzTOux8S,at,33488,72
2018-12-23,4qBejt9FeqLI9blHI1Nq1x,at,10301,128
2018-12-23,4QIyEq7TcTdAcxjI2AFlAK,at,14921,144
2018-12-23,4rAN7PfOWxyR9MAeUd7wLy,at,21654,112
2018-12-23,4ricyQVd20UQde1jpXCSuJ,at,26078,93
2018-12-23,4rMWDm28mERZcRPc1f3yir,at,14645,144
2018-12-23,4S8d14HvHb70ImctNgVzQQ,at,20748,126
2018-12-23,4so0Wek9Ig1p6CRCHuINwW,at,37067,68
2018-12-23,4STCTQ1h0VuWfvDyhGOxkv,at,9857,137
2018-12-23,4tHqQMWSqmL6YjXwsqthDI,at,29169,76
2018-12-23,4tOFhZ7hRxAvnZYt0gUtol,at,10929,120
2018-12-23,4tW7mc0pab35DznfVlr3px,at,62832,30
2018-12-23,4UOXo3xWnxYdTf3sFyRaUG,at,115331,7
2018-12-23,4uqRDeCgXPLQFYqA5uf5Tr,at,52983,35
2018-12-23,4ut5G4rgB1ClpMTMfjoIuy,at,12131,137
2018-12-23,4vFKHKmJNWey1sXs5tObg2,at,16623,116
2018-12-23,4w8niZpiMy6qz1mntFA5uM,at,69294,20
2018-12-23,4XHP5B63UsW0GniEx7oMHu,at,14104,159
2018-12-23,4XPuSGGbpmaeoim4Uy5pSY,at,8693,154
2018-12-23,4XRcT7KffOQlMZ7Q1qw7nr,at,15951,125
2018-12-23,4z8sz6E4YyFuEkv5o7IJni,at,8494,160
2018-12-23,517HDzHbAwuGM25wiU5r9J,at,50947,36
2018-12-23,52okn5MNA47tk87PeZJLEL,at,6359,195
2018-12-23,550rQQCGkrTzvp4SfpOPzx,at,120721,11
2018-12-23,57fDcLa203GnDF9OYJd6mV,at,40560,56
2018-12-23,58kZ9spgxmlEznXGu6FPdQ,at,10743,164
2018-12-23,58q2HKrzhC3ozto2nDdN4z,at,16444,117
2018-12-23,5ASM6Qjiav2xPe7gRkQMsQ,at,58284,30
2018-12-23,5Ber68jZ7ytegr2UISEdb7,at,36260,69
2018-12-23,5CLGzJsGqhCEECcpnFQA8x,at,25589,77
2018-12-23,5d35jcJj7WjDQBOHCHPY6t,at,65371,27
