artistName	trackID	trackName	rank	streams	frequency	danceability	energy	key	loudness	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature	isrc	spotifyArtistID	releaseDate	daysSinceRelease	top10	spotifyFollowers	mbid	artistCountry
nicki minaj	3y9cCbnBn0zjkJa2YkOj70	Black Barbies	64	2113432	6	0.803	0.585	0	-5.39	0.087	0.0734	0.0000287	0.201	0.236	146.02	254080	4	USUM71615747	0hCNtLu0JehylgoiP8L4Gh	30.11.2016	123	0	5246105	1036b808-f58c-4a3e-b461-a2c4492ecf1b	0
future	3yaq0WhtGS0Y6r7vDkw4lc	Good Dope	83	2077245	1	0.863	0.409	1	-8.55	0.321	0.0887	0.0281	0.359	0.198	130.011	172225	4	USSM11701439	1RyvyyTE3xzB2ZywiAwp0i	17.02.2017	44	0	2423195	48262e82-db9f-4a92-b650-dfef979b73ec	0
5 seconds of summer	3ylFvJfARlPKxGWAJv6Bvf	Hey Everybody!	114	836904	2	0.752	0.807	9	-3.76	0.0325	0.00114	0.00000109	0.0866	0.84	126.015	196937	4	GBUM71505172	5Rl15oVamLq7FbSb0NNBNy	09.10.2015	541	0	2221354	830e5c4e-6b7d-431d-86ab-00c751281dc5	AU
childish gambino	3Z2sglqDj1rDRMF5x0Sz2R	3005	148	779971	38	0.473	0.461	6	-6.474	0.333	0.149	0	0.0973	0.611	165.985	234213	4	USYAH1300213	73sIBHcqh3Z3NyqHKZ7FOL	01.03.2014	1000	0	1745719	7fb57fba-a6ef-44c2-abab-2fa3bdee607e	US
a tribe called quest	3z40poMPmOkS6799tbXGKz	Whateva Will Be	128	1232209	2	0.795	0.604	5	-6.124	0.331	0.253	0.0000113	0.641	0.697	92.517	172760	4	USSM11609281	09hVIj6vWgoCDtT03h8ZCa	11.11.2016	142	0	508426	9689aa5a-4471-4fb4-9721-07cecda0fa9f	US
ellie goulding	3ZCDG0nujwGfxrEmZlZoEt	Something In The Way You Move	69	1435160	10	0.661	0.819	1	-6.118	0.0476	0.0419	0	0.114	0.313	108.985	227423	4	GBUM71505461	0X2BH1fck6amBIoJhDVmmJ	06.11.2015	513	0	3272617	33ca19f4-18c8-4411-98df-ac23890ce9f5	0
lauv	3ZD3kjn80pQ9keYO8eqp9d	The Other	86	1984453	9	0.38	0.553	7	-6.621	0.0653	0.421	0.00000263	0.0788	0.381	179.629	189333	4	TCACE1579641	5JZ7CnR6gTvEMKX4g70Amv	31.03.2015	733	0	40995	c0ef2ba5-a7b7-40ea-bd27-30acccfcac11	0
ellie goulding	3zHq9ouUJQFQRf3cm1rRLu	Love Me Like You Do - From \Fifty Shades Of Grey\	82	1024259	12	0.239	0.613	5	-6.648	0.0543	0.242	0	0.127	0.289	189.628	252534	4	GBUM71406823	0X2BH1fck6amBIoJhDVmmJ	01.02.2015	791	0	3272617	33ca19f4-18c8-4411-98df-ac23890ce9f5	0
shawn mendes	3zkWCteF82vJwv0hRLba76	Stitches	6	4430233	24	0.751	0.744	10	-6.604	0.0671	0.0186	0	0.0447	0.761	149.961	206880	4	USUM71500658	7n2wHs1TKAczGzO7Dd2rGr	14.04.2015	719	1	2944964	b7d92248-97e3-4450-8057-6fe06738f735	CA
ariana grande	3zlwnJnydcmMeSRY94Jvbs	Let Me Love You	88	1415638	3	0.517	0.451	2	-8.275	0.145	0.0348	0	0.249	0.0769	102.282	223867	3	USUM71601828	66CXWjxzNUsdJxJ2JdwvnR	20.05.2016	317	0	5782059	f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387	US
chance the rapper	3ZLyt2ndLFBh148XRYjYYZ	All We Got (feat. Kanye West & Chicago Children's Choir)	109	1617027	13	0.531	0.544	0	-8.615	0.462	0.308	0.00000189	0.0835	0.386	131.921	203794	4	TCACO1667414	1anyVhU62p31KFi8MEzkbf	27.05.2016	310	0	1322252	373a4c98-a46b-48e4-86ec-f6ca65b4f438	0
r. kelly	3zSCNTXI7Ed0PiidZVmzIe	Ignition (Remix)	197	794681	3	0.778	0.549	1	-6.144	0.0473	0.0549	0	0.0724	0.811	133.041	186040	4	USJI10300001	2mxe0TnaNL039ysAj51xPQ	11.11.2005	1000	0	837286	c2d25856-a09a-4d15-b404-77dd19c19e63	0
madeintyo	3zzf7EXJdQ6igozFIefQkX	I Want (feat. 2 Chainz)	190	887907	1	0.86	0.625	2	-6.922	0.105	0.179	0.000136	0.3	0.221	120.994	233293	4	QM4HH1610012	5SyGEPymt1G2uto47tVWvZ	15.07.2016	261	0	113332	01667dde-e5fd-4748-9986-ac623e4e9d65	0
james bay	40EB7ABUO6MoWMUwPKptJ7	Let It Go	58	1813140	21	0.573	0.299	1	-10.332	0.0322	0.791	0.00000544	0.107	0.277	147.427	260533	4	USUM71405265	4EzkuveR9pLvDVFNx6foYD	15.12.2014	839	0	997165	6a997121-0919-482b-a91b-c6fe1b55a4b9	GB
future	40FrkaBaV1XUfpUH1W6319	Testify	155	1373715	1	0.681	0.524	4	-7.47	0.327	0.212	0.00000213	0.112	0.147	96.183	178143	4	USSM11701724	1RyvyyTE3xzB2ZywiAwp0i	24.02.2017	37	0	2423195	48262e82-db9f-4a92-b650-dfef979b73ec	0
kendrick lamar	40IQooNkPRVtn4zlE3ZFpA	untitled 07 | 2014 - 2016	18	3325926	4	0.567	0.455	6	-11.75	0.496	0.738	0	0.708	0.351	127.002	496173	4	USUM71601677	2YZyLoL8N0Wb9xBt1NhZWg	04.03.2016	394	0	3454523	381086ea-f511-4aba-bdf9-71c753dc5077	US
vice	40UroIGvsMPLPBYwH8rMNA	Steady 1234 (feat. Jasmine Thompson & Skizzy Mars)	79	1773956	13	0.779	0.671	9	-5.829	0.0814	0.153	0.0000112	0.115	0.711	104.953	177095	4	USAT21602772	0q4NrXqJnc367PieejuROJ	30.09.2016	184	0	6015	d45a2413-1789-4adc-931d-e2fda77dbf27	0
meek mill	40WxFAbt8UEK7jKLmIxRNY	Offended (feat. Young Thug & 21 Savage)	111	1263642	1	0.92	0.53	4	-7.399	0.341	0.187	0	0.103	0.369	123.968	255483	4	USAT21603043	20sxb77xiYeusSH8cVdatc	28.10.2016	156	0	853358	31bcadcc-e1da-4cad-bec8-2f4f1d41b095	US
g-eazy	40YcuQysJ0KlGQTeGUosTC	Me, Myself & I	3	6514793	67	0.757	0.672	0	-6.524	0.0955	0.0186	0	0.158	0.389	111.996	251467	4	USRC11502210	02kJSzxNuaWGqwubyUba0Z	04.12.2015	485	1	1789338	db48610c-6d8f-4d10-90ca-c4d14bb1a8b1	US
lil yachty	40yJGQyEaBbIkXpwMFkXip	One Night	41	2466742	36	0.762	0.476	0	-12.686	0.114	0.366	0	0.103	0.367	130.007	243270	4	QM8DG1600318	6icQOAFXDZKsumw3YXyusw	05.07.2016	271	0	605560	a668565b-41b8-44a8-9d5c-8e609dbf69fc	0
afrojack	412CkPtLh68KLPg0pLrC53	Gone (feat. Ty Dolla $ign)	191	821924	1	0.687	0.774	5	-3.851	0.0448	0.193	0.00000128	0.102	0.78	148.05	194595	4	CYA221600071	4D75GcNG95ebPtNvoNVXhz	05.08.2016	240	0	889462	a3ee920f-4e7f-4993-8aca-4b8538cfaa4a	NL
fifth harmony	41F3Bz1FLoYQmxbcG6T1zT	Write On Me	142	958793	1	0.441	0.692	7	-5.427	0.128	0.359	0.00000194	0.161	0.475	189.879	219560	4	USSM11601119	1l8Fu6IkuTP0U5QetQJ5Xt	27.05.2016	310	0	2223586	e565610b-9a8f-451d-b594-ea658d76f725	US
fifth harmony	41Fflg7qHiVOD6dEPvsCzO	Worth It	16	2378732	26	0.884	0.765	8	-3.865	0.0882	0.063	0.00000704	0.118	0.555	99.987	224573	4	USSM11406644	1l8Fu6IkuTP0U5QetQJ5Xt	13.03.2015	751	0	2223586	e565610b-9a8f-451d-b594-ea658d76f725	US
g-eazy	422lAAWQO9TqL1LxIPdhOn	Random	44	1787337	10	0.607	0.783	9	-6.891	0.139	0.0036	0	0.216	0.181	87.026	180333	4	USRC11500700	02kJSzxNuaWGqwubyUba0Z	30.10.2015	520	0	1789338	db48610c-6d8f-4d10-90ca-c4d14bb1a8b1	US
the weeknd	42bUsj5M2olT2wRMRaro9g	The Hills - Remix	122	802571	1	0.597	0.589	0	-7.034	0.0736	0.106	0	0.145	0.198	112.997	242453	4	USUG11501525	1Xyo4u8uXC1ZmMpatF05PJ	11.10.2015	539	0	5418951	c8b03190-306c-4120-bb0b-6f2ebfc06ea9	CA
dnce	42ftjU4cTN5UTRksyqBKZJ	Cake By The Ocean	14	3457483	15	0.771	0.76	4	-5.459	0.0514	0.147	0	0.053	0.891	119	218440	4	USUM71514637	6T5tfhQCknKG4UnH90qGnz	19.10.2016	165	0	566294	b02dc689-7859-461d-b70e-9fe1f64fddce	US
alessia cara	42ydLwx4i5V49RXHOozJZq	Scars To Your Beautiful	26	3005424	20	0.321	0.754	0	-5.733	0.292	0.0298	0	0.11	0.424	191.768	230227	4	USUM71506811	2wUjUUtkb5lvLKcGKsKqsR	11.03.2016	387	0	1010465	97e69730-3791-423b-9770-287261588854	CA
kendrick lamar	439TlnnznSiBbQbgXiBqAd	m.A.A.d city	150	898664	16	0.482	0.72	2	-6.812	0.271	0.0553	0.00000207	0.461	0.222	90.999	350120	4	USUM71210784	2YZyLoL8N0Wb9xBt1NhZWg	17.06.2013	1000	0	3454523	381086ea-f511-4aba-bdf9-71c753dc5077	US
disclosure	43Ei9NSyEjgFYXoKLISyz4	Magnets	74	1065772	9	0.703	0.638	10	-7.879	0.159	0.0606	0.00000221	0.1	0.696	92.041	199246	4	GBUM71503568	6nS5roXSAGhTGr34W6n7Et	25.09.2015	555	0	1144176	ae65c507-d9a0-4d42-9a6c-2b1f82158b9f	GB
sage the gemini	43jBqV3j3Xi1g6wO0bhIMd	Now and Later	48	2358613	15	0.781	0.57	11	-5.874	0.188	0.273	0	0.196	0.858	107.059	193181	4	USAT21602883	6d47Z08T4snK50HgTEHo5Z	14.10.2016	170	0	263000	c211af3d-65e0-46a7-ac49-6c84837a0d16	US
bryson tiller	43PuMrRfbyyuz4QpZ3oAwN	Exchange	24	2953956	74	0.53	0.433	6	-10.598	0.185	0.108	0	0.135	0.272	160.14	194613	4	USRC11502185	2EMAnMvWE2eb56ToJVfCWs	02.10.2015	548	0	1086793	d8fd8d9b-473b-4f06-83c8-869b1bb9de89	0
adam lambert	44aN5xKL3kGHvQ5bXVk6B8	Ghost Town	71	1125557	16	0.703	0.736	4	-5.709	0.046	0.186	0.0000192	0.174	0.273	119.955	208330	4	USWB11504265	6prmLEyn4LfHlD9NnXWlf7	21.04.2015	712	0	411540	e942594a-91cc-427a-8beb-6815c28e9254	US
blink-182	44TuSOP6xIAEeJmZsN3nXO	Bored To Death	108	1329415	4	0.502	0.966	0	-3.876	0.0946	0.00575	0.00000156	0.117	0.635	159.948	235613	4	QMRSZ1600281	6FBDaR13swtiWwGhX1WQsP	27.04.2016	340	0	2049053	0743b15a-3c32-48c8-ad58-cb325350befa	US
ajr	45iMRHmfLZu3yjdZ8P5e3t	Weak	46	2672878	6	0.672	0.642	5	-4.552	0.0461	0.127	0	0.137	0.659	123.984	202194	4	USKFE1620002	6s22t5Y3prQHyaHWUN1R1C	03.02.2017	58	0	115314	2eb55bd9-cfbf-44fd-a5da-92dd825284c7	0
the beatles	45yEy5WJywhJ3sDI28ajTm	Here Comes The Sun - Remastered 2009	111	835973	1	0.557	0.54	9	-10.484	0.0347	0.0339	0.00248	0.179	0.39	129.171	185733	4	GBAYE0601696	3WrFJ7ztbogyGnTHbHJFl2	24.12.2015	465	0	3021941	b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d	GB
fletcher	46FDaONYM0jiJWTBIQCLUB	War Paint	160	576042	5	0.56	0.806	11	-5.783	0.0927	0.0113	0	0.348	0.533	160.903	225789	4	TCACG1562736	5qa31A9HySw3T7MKWI9bGg	17.06.2015	655	0	16360	a66091aa-e093-46bb-916a-387aba16e15c	US
dae dae	46IdjlVO3EmaMqooXZ1Hcu	Wat U Mean (Aye, Aye, Aye)	117	1258451	11	0.923	0.599	6	-4.888	0.238	0.07	0.00000123	0.0951	0.668	138.024	181739	4	QMCE31500523	41LfjfTCcTCUdykJqNyFw8	04.03.2016	394	0	92289	1d77e146-b983-469b-9cd7-b59bc8ceb2d9	0
onerepublic	46jLy47W8rkf8rEX04gMKB	Wherever I Go	100	1335309	1	0.556	0.685	10	-6.423	0.042	0.0851	0	0.233	0.354	99.933	169773	4	USUM71603851	5Pwc4xIPtQLFEnJriah9YJ	07.10.2016	177	0	2397754	c33c2065-b1c3-4406-b066-d33a9e2ea71a	US
galantis	46lFttIf5hnUZMGvjK0Wxo	Runaway (U & I)	83	873800	19	0.506	0.805	1	-4.119	0.0469	0.00711	0.00193	0.0856	0.385	126.008	227074	4	USAT21404265	4sTQVOfp9vEMCemLw50sbu	05.10.2014	910	0	712533	a7229e38-bab7-48c1-9f35-9b4c49738b0f	SE
the game	46MFlm7p0Vqd0eXmLtDlN4	100 (feat. Drake)	94	958057	9	0.801	0.521	4	-9.871	0.28	0.0136	0	0.179	0.422	108.025	334360	4	USKO11500831	0NbfKEOTQCcwd6o7wSDOHI	26.06.2015	646	0	784996	baec7ed1-32d7-482d-9455-33c403e61952	GB
david guetta	46NBoIAHrmR7qcUGCIFEjR	This One's For You (feat. Zara Larsson) - Official Song UEFA EURO 2016	51	2269161	16	0.367	0.915	9	-3.456	0.0488	0.0022	0.0000581	0.0905	0.348	110.169	207273	4	GB28K1500141	1Cs0zKBU1kc0i8ypK3B9ai	13.05.2016	324	0	8429636	302bd7b9-d012-4360-897a-93b00c855680	FR
carrie underwood	46W2wkCzFerbeQbNz3EIaa	Smoke Break	178	647023	1	0.453	0.839	11	-3.702	0.0511	0.0513	0	0.348	0.561	160.16	198333	4	GBCTA1500057	4xFUf1FHVy696Q1JQZMTRj	23.10.2015	527	0	1078267	70f0e309-5418-49b6-a130-666e2f76eecd	US
florida georgia line	46ZfPS5VpSQVU5gb82hg3K	Anything Goes	153	676444	14	0.462	0.977	0	-3.805	0.045	0.00172	0	0.352	0.757	154.038	218867	4	USUM71412647	3b8QkneNDz4JHKKKlLgYZg	24.09.2014	921	0	723043	c16817df-0160-490d-a437-c128cbca9218	US
lost frequencies	477daPpd3DnneaHhvjM35l	Are You With Me - Radio Edit	151	599669	5	0.776	0.574	5	-9.882	0.0317	0.466	0.0000783	0.131	0.404	121.03	138843	4	NLF711403495	7f5Zgnp2spUuuzKplmRkt7	01.08.2014	975	0	302561	ea7260de-e1b1-43f1-bb11-f78274a36308	BE
bon iver	47IklCMgkgWvI4jpkdrop0	8 (circle)	143	1082049	1	0.404	0.408	9	-10.77	0.0349	0.911	0.0512	0.117	0.0697	125.004	309013	4	US38Y1630008	4LEiUm1SRbFMgfqnQTwUbQ	30.09.2016	184	0	1601317	437a0e49-c6ae-42f6-a6c1-84f25ed366bc	US
childish gambino	47l9wxr6RwgoTSfnseBRcf	Redbone	54	2179436	2	0.747	0.378	1	-10.454	0.109	0.195	0.0173	0.119	0.555	160.049	326880	4	USYAH1600107	73sIBHcqh3Z3NyqHKZ7FOL	02.12.2016	121	0	1745719	7fb57fba-a6ef-44c2-abab-2fa3bdee607e	US
gnash	47W8cXL6JXzn9WJojjAtId	I Hate U I Love U (feat. Olivia O'Brien)	194	684808	2	0.521	0.271	6	-12.782	0.168	0.746	0	0.096	0.158	92.239	226957	4	usdy41570867	3iri9nBFs9e4wN7PLIetAw	26.07.2015	616	0	296499	02f44a81-34f0-4f52-9ab7-c3cfcdb60333	US
flume	47zREtxQZ3cHHIZwUQnuuN	Never Be Like You (feat. Kai)	19	3910297	1	0.564	0.552	0	-5.438	0.055	0.439	0	0.163	0.239	119.907	233337	4	AUFF01500784	6nxWCVXbOlEVRexSbLsTer	16.01.2016	442	0	1001835	35fd8d42-b4a6-4414-9827-8766bd0daa3c	AU
solange	48EjSdYh8wz2gBxxqzrsLe	Cranes in the Sky	121	1185076	2	0.719	0.615	6	-5.972	0.045	0.408	0.000147	0.235	0.488	96.988	250973	4	USSM11607807	2auiVi8sUZo17dLy1HwrTU	30.09.2016	184	0	203161	410e7fd3-b865-4fa0-bb18-1b7fd53382ca	US
zayn	48qaQk75LoWs5qgsZgbkA5	sHe	50	2049483	2	0.555	0.532	8	-7.349	0.0765	0.0461	0	0.117	0.661	91.245	189960	4	USRC11600388	5ZsFI1h6hIdQRw2ti0hz81	25.03.2016	373	0	1423958	985f7e6f-0a7e-4de7-b9ec-a5dac63cb2f7	GB
florida georgia line	498ZVInMGDkmmNVpSWqHiZ	May We All	151	1042930	7	0.488	0.915	7	-4.255	0.0389	0.0406	0	0.351	0.637	75.019	226173	4	QM3E21602022	3b8QkneNDz4JHKKKlLgYZg	26.08.2016	219	0	723043	c16817df-0160-490d-a437-c128cbca9218	US
post malone	49ONRBQzGRkAl0xHBev8k3	Deja Vu	88	1638373	8	0.607	0.699	7	-6.502	0.0459	0.12	0	0.141	0.379	133.979	235160	4	USUM71608604	246dkjvS1zLTtiykXe5h60	09.12.2016	114	0	629608	b1e26560-60e5-4236-bbdb-9aa5a8d5ee19	0
travis scott	49SrrLoFCJgy3zHMq3COto	3500	185	556641	2	0.767	0.575	8	-6.949	0.195	0.277	0.0000151	0.21	0.37	124.022	461842	4	USSM11500911	0Y5tJX1MQlPlqiwlOH1tJY	09.06.2015	663	0	852854	e4a51f17-a57b-47b1-b37b-f552d0f8e9e6	US
roy woods	49VzL5oBsUICN7U34T98b9	Instinct (feat. MadeinTYO)	197	1120637	1	0.711	0.462	10	-7.132	0.055	0.476	0.0000386	0.108	0.288	84.04	174311	4	USWB11602465	7mDU6nMUJnOSY2Hkjz5oqM	23.12.2016	100	0	139050	f50cee24-a799-45da-b65f-fb0874cd521d	0
future	49zD0wr2S3d0lZPib0K4e1	F*ck Up Some Commas	47	1399521	70	0.874	0.568	11	-5.896	0.224	0.0698	0.0000138	0.149	0.468	139.995	237400	4	USSM11500953	1RyvyyTE3xzB2ZywiAwp0i	17.07.2015	625	0	2423195	48262e82-db9f-4a92-b650-dfef979b73ec	0
selena gomez	4a32Q7bRtWDGSEMbyWKIlj	Me & The Rhythm	108	858463	4	0.708	0.73	7	-5.932	0.115	0.0027	0.000305	0.0734	0.693	105.999	213427	4	USUM71513591	0C8ZW7ezQVs4URX5aX7Kqx	09.10.2015	541	0	3865332	e4bc69e2-a064-4f93-ada1-f7f209cc1cc3	US
k camp	4a3Bfx9Q48VjXddJgJmfzw	Comfortable	99	886286	6	0.761	0.438	7	-7.501	0.0757	0.769	0	0.111	0.665	109.928	212813	4	USUM71507562	5bgfj5zUoWpyeVatGDjn6H	09.06.2015	663	0	361017	6256d2b2-7515-4986-b27c-af533758a156	0
mumford & sons	4A57CXs3jAmyNTMAwWaV53	Believe	142	621564	7	0.362	0.668	2	-5.975	0.0431	0.035	0.0212	0.219	0.348	113.996	220867	4	GBUM71500530	3gd8FJtBJtkRxdfbTu19U2	04.05.2015	699	0	3281797	c44e9c22-ef82-4a77-9bcd-af6c958446d6	GB
d.r.a.m.	4a87wpeqAcOv03pYihEzku	Broccoli (feat. Lil Yachty)	3	7051683	7	0.886	0.525	8	-7.39	0.131	0.236	0	0.057	0.711	145.99	225205	4	USUYG1098775	5M0lbkGluOPXLeFjApw8r8	06.04.2016	361	1	242452	6247d69d-426f-440f-97e0-74a9a0b00358	0
kings of leon	4abm3RbYBcQlrxdV1ObjUj	Waste A Moment	171	1000805	1	0.436	0.85	2	-4.86	0.0617	0.000861	0.74	0.128	0.514	152.644	183093	4	USRC11601471	2qk9voo8llSGYcZ6xrBzKx	09.09.2016	205	0	1838922	6ffb8ea9-2370-44d8-b678-e9237bbd347b	US
the weeknd	4AILWMTyKIlicSfDVNtZQD	Often	56	1136241	7	0.38	0.614	7	-8.439	0.0487	0.255	0	0.0824	0.0793	133.906	250000	4	USUG11401323	1Xyo4u8uXC1ZmMpatF05PJ	28.08.2015	583	0	5418955	c8b03190-306c-4120-bb0b-6f2ebfc06ea9	CA
migos	4AlrLQ2RMxOwz1gTTkb4vQ	Deadz (feat. 2 Chainz)	101	1712575	1	0.862	0.785	8	-3.571	0.232	0.162	0	0.128	0.375	123.012	274097	4	QMCE31600880	6oMuImdp5ZcFhWP0ESe6mG	27.01.2017	65	0	1004150	0221734a-35a8-40f7-b5c5-2f61a200bc7c	0
justin bieber	4AMnUGvZUVJgDuY7rOPzUZ	Get Used To It	38	2380300	8	0.675	0.689	0	-8.461	0.0536	0.0237	0	0.178	0.457	110.065	238133	4	USUM71516769	1uNFoZAHBGtllmzznpCI3s	13.11.2015	506	0	8714101	e0140a67-e4d1-4f13-8a01-364355bee46e	CA
hunter hayes	4amvcCLMlTiU6mQfwFGRl8	21	74	948950	4	0.501	0.9	11	-4.366	0.0433	0.0586	0	0.218	0.944	160.096	194480	4	USAT21501449	7H6dkUChT5EoOQtUVMg4cN	21.05.2015	682	0	583361	0c75ddc6-2b5d-4b01-8c99-3d9479a14683	US
grey	4ANIyqDu9QunO1w6DqCDTJ	I Miss You	152	1347192	2	0.7	0.754	4	-5.249	0.0905	0.363	0	0.12	0.69	101.984	192320	4	USUM71700035	4lDBihdpMlOalxy1jkUbPl	13.01.2017	79	0	10384	15d891da-f6ba-412a-ac6a-607d02383e52	US
kungs	4AOpEhqA7zHxQjkHmRrAp7	This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners	29	3253963	18	0.79	0.705	0	-4.684	0.0383	0.0807	0.0000481	0.251	0.498	121.969	195561	4	FR9W11601798	7keGfmQR4X5w0two1xKZ7d	19.02.2016	408	0	126774	a125cd83-a379-4935-a7ec-beaa778bad70	FR
big sean	4atJ40xfasjdM9ZF3p07BV	Halfway Off The Balcony	25	3597854	3	0.529	0.809	8	-6.554	0.269	0.36	0	0.242	0.139	125.285	230960	4	USUM71615604	0c173mlxpT3dSFRgMO8XPh	03.02.2017	58	0	1975551	942a9807-9c1a-4a0e-a285-1fde2c5be9d1	0
young thug	4AwJDh8ErDvjeiswR41DKM	Gangster Shit	191	821881	1	0.781	0.57	1	-5.555	0.296	0.117	0	0.112	0.349	173.991	160760	4	USAT21601769	50co4Is1HCEo8bhOyUWKpn	10.06.2016	296	0	1024841	1a9cc1a5-51f1-4deb-91fe-da866f6cc6ce	FR
luis fonsi	4aWmUDTfIPGksMNLV2rQP2	Despacito (Featuring Daddy Yankee)	43	2980631	8	0.66	0.786	2	-4.757	0.17	0.209	0	0.112	0.849	177.833	228200	4	USUM71607007	4V8Sr092TqfHkfAA5fXXqG	17.02.2017	44	0	475614	d68fda90-ab8d-4799-be56-317ba4ae700f	PR
bon iver	4Bb9UvyIN5lEYThNwxDIQE	10 d E A T h b R E a s T ⚄ ⚄	170	973799	1	0.69	0.789	8	-7.031	0.155	0.301	0.116	0.0532	0.725	109.192	144000	4	US38Y1630002	4LEiUm1SRbFMgfqnQTwUbQ	30.09.2016	184	0	1601317	437a0e49-c6ae-42f6-a6c1-84f25ed366bc	US
nicki minaj	4bBrKDo8rchikwZOtmXbIH	The Night Is Still Young	29	1908542	14	0.648	0.722	1	-6.083	0.054	0.00236	0.00611	0.141	0.695	127.968	227560	4	USCM51400402	0hCNtLu0JehylgoiP8L4Gh	12.12.2014	842	0	5246117	1036b808-f58c-4a3e-b461-a2c4492ecf1b	0
drake	4bEGp4AapA0B3Q5PpnSq3K	Fire & Desire	51	2510024	22	0.711	0.255	1	-14.394	0.0851	0.0797	0	0.0869	0.252	80.001	238120	4	USCM51600092	3TVXtAsR1Inumwj472S9r4	06.05.2016	331	0	9339012	9fff2f8a-21e6-47de-a2b8-7f449929d43f	CA
adele	4BHzQ9C00ceJxfG16AlNWb	Send My Love (To Your New Lover)	14	3981279	33	0.69	0.524	6	-8.39	0.103	0.0415	0.00000316	0.17	0.561	164.023	223080	4	GBBKS1500215	4dpARuHxo51G3z768sgnrY	16.05.2016	321	0	6023382	cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493	GB
panic! at the disco	4bPQs0PHn4xbipzdPfn6du	I Write Sins Not Tragedies	199	679735	1	0.567	0.795	9	-4.985	0.134	0.0938	0	0.114	0.596	170.06	187613	4	US56V0507710	20JZFwl6HVl6yg8a4H3ZqK	27.09.2005	1000	0	2295247	b9472588-93f3-4922-a1a2-74082cdf9ce8	US
kanye west	4BsFUZlt8vQ1wH3vlmBu8c	Famous	3	6079121	2	0.481	0.741	6	-3.674	0.102	0.0567	0	0.115	0.429	174.002	196040	4	USUM71603020	5K4W6rqBFWDnAN6FQUkS6x	15.06.2016	291	1	4422953	164f0d73-1234-4e2c-8743-d77bf2191051	0
future	4Bt9yX2Gq7Q1biRF45EN1C	Lil One	142	654866	1	0.84	0.411	6	-8.24	0.212	0.308	0.0034	0.138	0.158	140.013	207987	4	USSM11505579	1RyvyyTE3xzB2ZywiAwp0i	17.07.2015	625	0	2423200	48262e82-db9f-4a92-b650-dfef979b73ec	0
ghost town djs	4c0rkFPszqQTyC753tsCMU	My Boo - Hitman's Club Mix	78	1567290	6	0.885	0.477	6	-9.196	0.0664	0.000131	0.000664	0.336	0.691	130.078	346840	4	USSM19600644	4JbmXqez7WvTggoxn3UpVT	20.08.1996	1000	0	17264	52ae9134-6fce-4fbc-bd0a-198419bda5b8	US
timeflies	4cBGOdNeyGhu8ROeIC6H9Q	Once in a While	76	1391688	2	0.785	0.682	5	-5.94	0.137	0.00687	0	0.634	0.336	105.16	215147	4	TCACL1659817	6dC0rIJNLSFZwqckLgXJ8p	18.03.2016	380	0	176937	4388976f-9e02-42d9-b66f-1b9e124e3ca6	US
michael bublé	4cfFatS3ssDtqDDRz25RRB	Christmas (Baby Please Come Home)	180	728824	1	0.495	0.793	6	-5.696	0.03	0.000942	0.00000829	0.0791	0.658	125.998	187920	4	USRE11100708	1GxkXlMwML1oSg5eLPiAz3	14.10.2011	1000	0	1964695	611700cf-27f0-4dc9-ae80-c513a767853e	CA
burl ives	4CFnwC03QIEM8zr82XTjwl	A Holly Jolly Christmas - Single Version	57	1920084	5	0.67	0.37	0	-13.019	0.029	0.613	0	0.0966	0.849	140.463	133093	4	USMC16414508	0MHgLfmQdutffmvWe5XBTN	27.08.2007	1000	0	11276	086c1936-9eaa-4091-b140-ad33a51a3b71	US
young thug	4cg1yakyRSIOjxKM2I7J1q	Digits	100	1315578	14	0.769	0.632	10	-4.228	0.0537	0.0325	0	0.116	0.291	131.932	176387	4	USAT21601059	50co4Is1HCEo8bhOyUWKpn	25.03.2016	373	0	1024841	1a9cc1a5-51f1-4deb-91fe-da866f6cc6ce	FR
drake	4ckuS4Nj4FZ7i3Def3Br8W	Sneakin’	8	4952571	21	0.804	0.56	8	-6.682	0.185	0.00479	0	0.164	0.264	85.023	251333	4	USCM51600337	3TVXtAsR1Inumwj472S9r4	24.10.2016	160	1	9339012	9fff2f8a-21e6-47de-a2b8-7f449929d43f	CA
drake	4CpKEkdGbOJV51cSvx7SoG	Controlla	4	6574566	44	0.747	0.477	10	-11.062	0.276	0.0962	0	0.114	0.339	93.44	245227	4	USCM51600080	3TVXtAsR1Inumwj472S9r4	06.05.2016	331	1	9339012	9fff2f8a-21e6-47de-a2b8-7f449929d43f	CA
nat king cole	4cqLCCMzG6GQ9Bch2PBzFp	The Christmas Song (Merry Christmas To You)	63	1835566	8	0.381	0.141	1	-15.439	0.0384	0.857	0.00000113	0.0995	0.19	131.76	191640	4	USCA29900551	7v4imS0moSyGdXyLgVTIV7	02.10.2009	1000	0	333430	fbe054ec-a143-4101-9e9e-64abc5ff5ac9	US
