"lat"	"lon"	"latlon"
52	8.5	"52_8.5"
51.5	7.1	"51.5_7.1"
48.3	11.3	"48.3_11.3"
49.2	8.6	"49.2_8.6"
54.3	10	"54.3_10"
51.4	6.7	"51.4_6.7"
52	13.7	"52_13.7"
48.2	12.6	"48.2_12.6"
50.2	7.6	"50.2_7.6"
49.9	11.5	"49.9_11.5"
53.2	10.4	"53.2_10.4"
51.8	10.9	"51.8_10.9"
47.7	8.7	"47.7_8.7"
52.3	12.6	"52.3_12.6"
52.2	13.2	"52.2_13.2"
49.9	9.5	"49.9_9.5"
54.1	13.3	"54.1_13.3"
48.6	9.2	"48.6_9.2"
50.8	6.2	"50.8_6.2"
47.8	12.9	"47.8_12.9"
52.2	9	"52.2_9"
48.3	8.3	"48.3_8.3"
48.3	8.3	"48.3_8.3"
48.3	8.3	"48.3_8.3"
49.6	11	"49.6_11"
50.2	7.1	"50.2_7.1"
49.4	8.9	"49.4_8.9"
54.4	10	"54.4_10"
49.5	11.7	"49.5_11.7"
49	10.6	"49_10.6"
48.3	12.1	"48.3_12.1"
53.7	9.6	"53.7_9.6"
53.5	10	"53.5_10"
48.8	8.1	"48.8_8.1"
50.6	6.9	"50.6_6.9"
50.5	7.5	"50.5_7.5"
51.3	6.7	"51.3_6.7"
48.2	8.8	"48.2_8.8"
52.2	10.4	"52.2_10.4"
54	9.5	"54_9.5"
49.1	8.5	"49.1_8.5"
50.6	12.4	"50.6_12.4"
49	9.1	"49_9.1"
51	13.8	"51_13.8"
54.4	9.8	"54.4_9.8"
50.6	7.1	"50.6_7.1"
51.4	6.8	"51.4_6.8"
51	9.1	"51_9.1"
52.2	7.7	"52.2_7.7"
49.3	6.6	"49.3_6.6"
49.4	11.1	"49.4_11.1"
51.2	7.1	"51.2_7.1"
52.1	8.7	"52.1_8.7"
50	9	"50_9"
49.2	6	"49.2_6"
51.2	6.7	"51.2_6.7"
49.9	9.3	"49.9_9.3"
52.3	13.3	"52.3_13.3"
50.5	8.6	"50.5_8.6"
52.9	8.7	"52.9_8.7"
50.7	10.7	"50.7_10.7"
51	6.7	"51_6.7"
50.9	6.9	"50.9_6.9"
47.6	9.8	"47.6_9.8"
52.7	8.3	"52.7_8.3"
50.9	7	"50.9_7"
52.3	8.8	"52.3_8.8"
51.3	12.3	"51.3_12.3"
50.9	7	"50.9_7"
52.1	9.3	"52.1_9.3"
52.5	10.1	"52.5_10.1"
53.2	10.4	"53.2_10.4"
50.1	8.4	"50.1_8.4"
48.1	7.8	"48.1_7.8"
50	8.7	"50_8.7"
49.1	10	"49.1_10"
48.1	11.3	"48.1_11.3"
51.2	6.7	"51.2_6.7"
51.2	6.7	"51.2_6.7"
53.5	9.9	"53.5_9.9"
51.1	6.8	"51.1_6.8"
48	11.4	"48_11.4"
48	11.4	"48_11.4"
48.1	11.5	"48.1_11.5"
52.3	8.9	"52.3_8.9"
52.5	13.3	"52.5_13.3"
51	13.7	"51_13.7"
49.4	9.7	"49.4_9.7"
52.9	8.6	"52.9_8.6"
49.9	11.6	"49.9_11.6"
51.6	7.4	"51.6_7.4"
50.9	7.3	"50.9_7.3"
48.6	11.5	"48.6_11.5"
51.8	8.2	"51.8_8.2"
49.1	9.2	"49.1_9.2"
48.7	9.1	"48.7_9.1"
48.1	11.6	"48.1_11.6"
51.3	6.7	"51.3_6.7"
53.5	10	"53.5_10"
50.7	7.1	"50.7_7.1"
52.5	13.3	"52.5_13.3"
51.9	10.4	"51.9_10.4"
53.4	10.6	"53.4_10.6"
52.1	9.6	"52.1_9.6"
52.5	13.3	"52.5_13.3"
50.3	7.7	"50.3_7.7"
53.5	9.9	"53.5_9.9"
53.5	9.9	"53.5_9.9"
51.6	7.1	"51.6_7.1"
51.8	6.6	"51.8_6.6"
52.4	13.4	"52.4_13.4"
50.7	8.7	"50.7_8.7"
50.7	11.3	"50.7_11.3"
53	8.9	"53_8.9"
51.9	12.4	"51.9_12.4"
49.2	6.8	"49.2_6.8"
49.3	8.2	"49.3_8.2"
50.7	11.3	"50.7_11.3"
49.3	7.3	"49.3_7.3"
50	8.8	"50_8.8"
50.1	9.1	"50.1_9.1"
48.1	11.6	"48.1_11.6"
47.7	12.8	"47.7_12.8"
47.4	9.6	"47.4_9.6"
51.3	7	"51.3_7"
48.6	9	"48.6_9"
52.4	13.4	"52.4_13.4"
51.2	13.7	"51.2_13.7"
48.5	12.6	"48.5_12.6"
49.7	6.7	"49.7_6.7"
51	12.8	"51_12.8"
49.3	8.4	"49.3_8.4"
51.8	10.1	"51.8_10.1"
49.6	11	"49.6_11"
52.3	7.2	"52.3_7.2"
47.6	9.4	"47.6_9.4"
49.8	6.6	"49.8_6.6"
52.1	10.3	"52.1_10.3"
48.9	8.5	"48.9_8.5"
48.5	13.4	"48.5_13.4"
51.4	6.7	"51.4_6.7"
51.5	7.4	"51.5_7.4"
49.8	6.6	"49.8_6.6"
51.4	6.6	"51.4_6.6"
50.9	6.8	"50.9_6.8"
53.6	10.6	"53.6_10.6"
50.5	7.1	"50.5_7.1"
51.6	7.7	"51.6_7.7"
51.1	6.6	"51.1_6.6"
51.5	7	"51.5_7"
52.2	13.6	"52.2_13.6"
52.2	13.6	"52.2_13.6"
48.9	10.7	"48.9_10.7"
50.9	7	"50.9_7"
53.4	9.1	"53.4_9.1"
52.3	13.1	"52.3_13.1"
51.8	8.1	"51.8_8.1"
49.4	10.9	"49.4_10.9"
50.7	7.1	"50.7_7.1"
52.4	13.5	"52.4_13.5"
50.8	9.5	"50.8_9.5"
49.8	8.1	"49.8_8.1"
49.8	8.1	"49.8_8.1"
53.5	10	"53.5_10"
51.2	6.7	"51.2_6.7"
53.9	10.8	"53.9_10.8"
53.9	10.8	"53.9_10.8"
53.9	10.8	"53.9_10.8"
50.1	8.9	"50.1_8.9"
52.2	9.8	"52.2_9.8"
53.5	10	"53.5_10"
49.4	11	"49.4_11"
47.6	9.1	"47.6_9.1"
47.9	7.8	"47.9_7.8"
49.1	8.5	"49.1_8.5"
53.5	9.7	"53.5_9.7"
48.6	9.2	"48.6_9.2"
51.9	8.6	"51.9_8.6"
51.9	8.6	"51.9_8.6"
49.1	9.1	"49.1_9.1"
51.3	12.4	"51.3_12.4"
50.8	12.4	"50.8_12.4"
52.7	10	"52.7_10"
47.5	7.7	"47.5_7.7"
49	8.8	"49_8.8"
50	8.5	"50_8.5"
52.2	8.7	"52.2_8.7"
52.2	8.7	"52.2_8.7"
53.5	10	"53.5_10"
53.5	10	"53.5_10"
50.8	12.8	"50.8_12.8"
49.8	8.7	"49.8_8.7"
49.8	8.7	"49.8_8.7"
53.8	9.9	"53.8_9.9"
53.8	9.9	"53.8_9.9"
53.8	9.9	"53.8_9.9"
51.2	6.8	"51.2_6.8"
51.4	12.1	"51.4_12.1"
50.6	10.7	"50.6_10.7"
47.6	10.3	"47.6_10.3"
52.5	10.3	"52.5_10.3"
52.2	10.5	"52.2_10.5"
51	6.9	"51_6.9"
50.8	6.7	"50.8_6.7"
48	8.7	"48_8.7"
51.4	6.8	"51.4_6.8"
51.8	8.7	"51.8_8.7"
50.8	6.1	"50.8_6.1"
51.9	7.9	"51.9_7.9"
51.8	7.2	"51.8_7.2"
54.1	12	"54.1_12"
52	8.8	"52_8.8"
47.6	9.2	"47.6_9.2"
51.8	9.8	"51.8_9.8"
49.1	9.1	"49.1_9.1"
51.1	6.7	"51.1_6.7"
51.4	7.5	"51.4_7.5"
51.3	6.7	"51.3_6.7"
47.9	8.7	"47.9_8.7"
48.8	9.9	"48.8_9.9"
54	12.2	"54_12.2"
51.5	6.8	"51.5_6.8"
52.4	13.6	"52.4_13.6"
48.7	10.3	"48.7_10.3"
51.4	7	"51.4_7"
53.3	7.1	"53.3_7.1"
49.5	8.5	"49.5_8.5"
49.4	10.9	"49.4_10.9"
51.2	6.8	"51.2_6.8"
51.3	6.5	"51.3_6.5"
47.5	7.6	"47.5_7.6"
50.7	7.3	"50.7_7.3"
48.2	11.5	"48.2_11.5"
51.1	6.7	"51.1_6.7"
53.6	8.6	"53.6_8.6"
49.5	11	"49.5_11"
49.2	8.7	"49.2_8.7"
51.3	9.4	"51.3_9.4"
48.6	9.6	"48.6_9.6"
51.2	6.7	"51.2_6.7"
51.2	6.7	"51.2_6.7"
49.7	9.9	"49.7_9.9"
47.6	9.1	"47.6_9.1"
51.7	8.8	"51.7_8.8"
51.2	6.7	"51.2_6.7"
52.4	12.5	"52.4_12.5"
54.3	11	"54.3_11"
50.1	8.7	"50.1_8.7"
48.8	10.3	"48.8_10.3"
53.5	9.4	"53.5_9.4"
49.4	10.9	"49.4_10.9"
50.1	9.1	"50.1_9.1"
48.3	7.9	"48.3_7.9"
48.2	11.6	"48.2_11.6"
51.4	6.7	"51.4_6.7"
52.4	13.5	"52.4_13.5"
51.2	6.7	"51.2_6.7"
48.8	9	"48.8_9"
49.8	8.6	"49.8_8.6"
49.2	6.8	"49.2_6.8"
52.5	13.6	"52.5_13.6"
48.4	11.1	"48.4_11.1"
52.4	13.4	"52.4_13.4"
53.8	8.6	"53.8_8.6"
53.5	9.8	"53.5_9.8"
52.6	7.2	"52.6_7.2"
48.8	9.3	"48.8_9.3"
51.4	6.9	"51.4_6.9"
50.9	12.8	"50.9_12.8"
52.1	8.6	"52.1_8.6"
51	13.8	"51_13.8"
52.5	13.5	"52.5_13.5"
50.9	6.9	"50.9_6.9"
50.8	11	"50.8_11"
50.8	6.1	"50.8_6.1"
53.3	7.6	"53.3_7.6"
53.3	7.6	"53.3_7.6"
52.2	13	"52.2_13"
50.9	6.8	"50.9_6.8"
47.5	10.3	"47.5_10.3"
47.9	11.3	"47.9_11.3"
50.6	8.6	"50.6_8.6"
52.4	13	"52.4_13"
47.6	9.1	"47.6_9.1"
51.6	8.3	"51.6_8.3"
52.8	11.1	"52.8_11.1"
53.1	8.7	"53.1_8.7"
53.9	12	"53.9_12"
49.5	8.2	"49.5_8.2"
53.7	11.4	"53.7_11.4"
49.5	6.5	"49.5_6.5"
51.5	12	"51.5_12"
51	13.7	"51_13.7"
52.4	13.2	"52.4_13.2"
53.5	10.1	"53.5_10.1"
49.2	11.4	"49.2_11.4"
50.8	7.1	"50.8_7.1"
53.5	9.9	"53.5_9.9"
51.5	6.9	"51.5_6.9"
51.5	6.9	"51.5_6.9"
51.4	6.6	"51.4_6.6"
50.7	6	"50.7_6"
50.4	7.4	"50.4_7.4"
52.2	7.6	"52.2_7.6"
52.2	7.6	"52.2_7.6"
53	8.7	"53_8.7"
53.7	9.9	"53.7_9.9"
48.7	9.2	"48.7_9.2"
51.2	6.7	"51.2_6.7"
50	9.1	"50_9.1"
48.8	9.3	"48.8_9.3"
51	6.8	"51_6.8"
48.8	9.2	"48.8_9.2"
53.5	10.2	"53.5_10.2"
51.1	6.6	"51.1_6.6"
49.7	6.7	"49.7_6.7"
49.5	8.4	"49.5_8.4"
52.3	7.3	"52.3_7.3"
49.1	11.1	"49.1_11.1"
52.6	13.4	"52.6_13.4"
52.6	13.4	"52.6_13.4"
53	8.9	"53_8.9"
47.2	11.9	"47.2_11.9"
49.2	6.7	"49.2_6.7"
51.4	7	"51.4_7"
48.2	11.4	"48.2_11.4"
50.1	8.9	"50.1_8.9"
54	13.2	"54_13.2"
52.4	13.3	"52.4_13.3"
51.3	10.1	"51.3_10.1"
49	10.8	"49_10.8"
51.5	6.7	"51.5_6.7"
47.7	12.3	"47.7_12.3"
50.8	12.4	"50.8_12.4"
51.1	11.4	"51.1_11.4"
51.1	11.4	"51.1_11.4"
48.1	10.2	"48.1_10.2"
47.6	10.3	"47.6_10.3"
51	13.7	"51_13.7"
48.3	10.9	"48.3_10.9"
47.7	12.9	"47.7_12.9"
50.6	8.4	"50.6_8.4"
49.2	11.2	"49.2_11.2"
49.2	11.2	"49.2_11.2"
49.2	11.2	"49.2_11.2"
49.2	11.2	"49.2_11.2"
49.2	11.2	"49.2_11.2"
49.9	10.9	"49.9_10.9"
52.2	13.6	"52.2_13.6"
48.6	8.9	"48.6_8.9"
53	8.7	"53_8.7"
51.9	7.9	"51.9_7.9"
50	8.4	"50_8.4"
50.9	9.9	"50.9_9.9"
49.7	7.8	"49.7_7.8"
48.7	8.8	"48.7_8.8"
51.1	6.7	"51.1_6.7"
52.4	13.2	"52.4_13.2"
49.5	11.2	"49.5_11.2"
51.4	7.2	"51.4_7.2"
53	8.4	"53_8.4"
48.7	9.4	"48.7_9.4"
51.4	7.6	"51.4_7.6"
47.7	12.9	"47.7_12.9"
50.2	10.9	"50.2_10.9"
50.2	10.9	"50.2_10.9"
48	10.6	"48_10.6"
53.9	10.7	"53.9_10.7"
51.5	6.6	"51.5_6.6"
50.9	6.9	"50.9_6.9"
53.5	10	"53.5_10"
52.4	13.2	"52.4_13.2"
52	9.5	"52_9.5"
52.6	9.2	"52.6_9.2"
49.4	8.6	"49.4_8.6"
49.3	9	"49.3_9"
47.4	11	"47.4_11"
47.5	11.1	"47.5_11.1"
47.6	11.1	"47.6_11.1"
50.4	7.4	"50.4_7.4"
52.5	13.3	"52.5_13.3"
52.9	12.9	"52.9_12.9"
52.4	13.2	"52.4_13.2"
52.5	9.7	"52.5_9.7"
52.5	9.7	"52.5_9.7"
52.8	12.5	"52.8_12.5"
52.8	12.5	"52.8_12.5"
48	11.6	"48_11.6"
51.5	7.6	"51.5_7.6"
53.5	10	"53.5_10"
48.5	12.1	"48.5_12.1"
48.5	8.5	"48.5_8.5"
51.3	9.4	"51.3_9.4"
49.4	11	"49.4_11"
52.4	13.5	"52.4_13.5"
51.8	8.1	"51.8_8.1"
53.7	9.7	"53.7_9.7"
53.3	9.3	"53.3_9.3"
50.5	6.6	"50.5_6.6"
51.8	8.8	"51.8_8.8"
52.1	9.9	"52.1_9.9"
52.2	9.7	"52.2_9.7"
54.4	9	"54.4_9"
48.8	9.3	"48.8_9.3"
48.5	11.5	"48.5_11.5"
53.6	9.8	"53.6_9.8"
51.2	6.7	"51.2_6.7"
50.9	6.9	"50.9_6.9"
49.8	8.8	"49.8_8.8"
53.7	11.5	"53.7_11.5"
49.7	8	"49.7_8"
48	7.8	"48_7.8"
51.5	7.1	"51.5_7.1"
51	6.8	"51_6.8"
53.5	10.6	"53.5_10.6"
53.5	10.6	"53.5_10.6"
51	7	"51_7"
50.9	11	"50.9_11"
54.4	9.7	"54.4_9.7"
48.1	11.3	"48.1_11.3"
48.2	11.5	"48.2_11.5"
48	11.6	"48_11.6"
47.5	9.6	"47.5_9.6"
48	11.5	"48_11.5"
47.4	9.8	"47.4_9.8"
52	9	"52_9"
50.6	6.8	"50.6_6.8"
53.5	10	"53.5_10"
48.7	9.3	"48.7_9.3"
47.3	8.5	"47.3_8.5"
48.1	11.6	"48.1_11.6"
53.9	10.6	"53.9_10.6"
51	13.7	"51_13.7"
52.3	9.2	"52.3_9.2"
52.3	12.5	"52.3_12.5"
52.3	10.2	"52.3_10.2"
50.9	13.3	"50.9_13.3"
52.5	13.5	"52.5_13.5"
50.1	8.6	"50.1_8.6"
51.6	11.8	"51.6_11.8"
49.3	8	"49.3_8"
52.6	13.3	"52.6_13.3"
52	13.2	"52_13.2"
49.3	6.7	"49.3_6.7"
51.1	6.8	"51.1_6.8"
49.3	8.6	"49.3_8.6"
51.3	7.1	"51.3_7.1"
53.6	9.9	"53.6_9.9"
48.6	9.1	"48.6_9.1"
53.7	9.6	"53.7_9.6"
48.5	9.3	"48.5_9.3"
50.3	7.5	"50.3_7.5"
52.3	13.7	"52.3_13.7"
49.2	10.5	"49.2_10.5"
52.5	13.3	"52.5_13.3"
52.5	13.3	"52.5_13.3"
51.7	8.7	"51.7_8.7"
50	10.5	"50_10.5"
52.1	14.5	"52.1_14.5"
52.4	10.2	"52.4_10.2"
52.4	10.5	"52.4_10.5"
52.6	9.6	"52.6_9.6"
48.8	9.1	"48.8_9.1"
48.7	9.3	"48.7_9.3"
49.7	6.8	"49.7_6.8"
53.2	7.4	"53.2_7.4"
51.3	12.3	"51.3_12.3"
50.7	6.5	"50.7_6.5"
50	8.5	"50_8.5"
52.2	9.9	"52.2_9.9"
50	8.2	"50_8.2"
49.3	8.5	"49.3_8.5"
50.9	6.6	"50.9_6.6"
53.6	11.4	"53.6_11.4"
49	9.1	"49_9.1"
48.3	9.9	"48.3_9.9"
48.1	8.6	"48.1_8.6"
49.5	8.3	"49.5_8.3"
52.4	13.3	"52.4_13.3"
50.1	8.8	"50.1_8.8"
49.4	8.6	"49.4_8.6"
48.6	10.8	"48.6_10.8"
48.7	8.7	"48.7_8.7"
51.5	12.3	"51.5_12.3"
49.7	7.8	"49.7_7.8"
51.8	9.1	"51.8_9.1"
54	10	"54_10"
51.5	7.4	"51.5_7.4"
50.2	11.7	"50.2_11.7"
51.5	7.6	"51.5_7.6"
49.6	11	"49.6_11"
48.5	11.5	"48.5_11.5"
47.6	10.3	"47.6_10.3"
50.3	10.2	"50.3_10.2"
49.5	10.2	"49.5_10.2"
53.9	11.2	"53.9_11.2"
53.9	11.2	"53.9_11.2"
49.7	7.8	"49.7_7.8"
51.5	7.6	"51.5_7.6"
53.5	10.3	"53.5_10.3"
50.9	6.9	"50.9_6.9"
51.1	6.9	"51.1_6.9"
47.5	8.4	"47.5_8.4"
48.6	9.2	"48.6_9.2"
49.8	7.8	"49.8_7.8"
48.6	9.8	"48.6_9.8"
48.1	11.5	"48.1_11.5"
49.3	8.5	"49.3_8.5"
49	9.1	"49_9.1"
47.8	11.6	"47.8_11.6"
48.8	9.2	"48.8_9.2"
49.7	6.7	"49.7_6.7"
49.9	8	"49.9_8"
47.7	9.5	"47.7_9.5"
49.9	8.8	"49.9_8.8"
48.1	11.6	"48.1_11.6"
49.9	10.9	"49.9_10.9"
49.9	10.9	"49.9_10.9"
52.5	13.3	"52.5_13.3"
53.4	8.6	"53.4_8.6"
53.4	8.6	"53.4_8.6"
52.2	13.2	"52.2_13.2"
52.7	7.2	"52.7_7.2"
53.2	9.7	"53.2_9.7"
51.1	7.3	"51.1_7.3"
49.7	9	"49.7_9"
48.8	9.1	"48.8_9.1"
50	8.7	"50_8.7"
47.8	12.3	"47.8_12.3"
53.8	9.9	"53.8_9.9"
53.6	7.5	"53.6_7.5"
50.6	11.3	"50.6_11.3"
51.3	6.4	"51.3_6.4"
52.5	13.6	"52.5_13.6"
48.4	10.8	"48.4_10.8"
50.5	10.4	"50.5_10.4"
52.4	13.2	"52.4_13.2"
52.2	7.5	"52.2_7.5"
51.7	14.3	"51.7_14.3"
49.6	8.6	"49.6_8.6"
51.3	10.8	"51.3_10.8"
48.8	8.1	"48.8_8.1"
48.9	9.1	"48.9_9.1"
48.8	9.2	"48.8_9.2"
48.1	11.4	"48.1_11.4"
52.2	7	"52.2_7"
51.7	8.8	"51.7_8.8"
49.5	11.2	"49.5_11.2"
49.3	7.1	"49.3_7.1"
52.2	9	"52.2_9"
51.5	7.3	"51.5_7.3"
50.7	6	"50.7_6"
50.7	6	"50.7_6"
53.4	10.3	"53.4_10.3"
51.4	11.9	"51.4_11.9"
49.4	11.1	"49.4_11.1"
50.1	8.6	"50.1_8.6"
53.4	9.8	"53.4_9.8"
51.2	6.5	"51.2_6.5"
50.7	7	"50.7_7"
48	12.2	"48_12.2"
51.5	7	"51.5_7"
47.8	12.1	"47.8_12.1"
47.8	12.1	"47.8_12.1"
47.7	10.6	"47.7_10.6"
50.7	6.8	"50.7_6.8"
52.3	10.1	"52.3_10.1"
48	11.6	"48_11.6"
49.4	11.1	"49.4_11.1"
49.4	11	"49.4_11"
52.5	9.4	"52.5_9.4"
49.4	6.8	"49.4_6.8"
53.1	8.1	"53.1_8.1"
47.9	7.8	"47.9_7.8"
48.6	9.6	"48.6_9.6"
51.3	7	"51.3_7"
54.7	9.3	"54.7_9.3"
48.4	8.7	"48.4_8.7"
49.3	7.2	"49.3_7.2"
49.7	9.9	"49.7_9.9"
49.2	7	"49.2_7"
49.2	7	"49.2_7"
48.6	9.8	"48.6_9.8"
47.7	9.6	"47.7_9.6"
52.4	10.7	"52.4_10.7"
50.6	12.2	"50.6_12.2"
53.5	10	"53.5_10"
51.2	13.8	"51.2_13.8"
50.8	7.1	"50.8_7.1"
52.9	8.8	"52.9_8.8"
48.8	9	"48.8_9"
51.9	7.9	"51.9_7.9"
51.2	13.3	"51.2_13.3"
51.1	6.7	"51.1_6.7"
51.1	11.8	"51.1_11.8"
48.8	8.5	"48.8_8.5"
48.8	8.5	"48.8_8.5"
51.8	9.3	"51.8_9.3"
53.5	7.3	"53.5_7.3"
49.4	7.3	"49.4_7.3"
49.3	9.2	"49.3_9.2"
47.7	10	"47.7_10"
51.8	12.1	"51.8_12.1"
51.5	9.9	"51.5_9.9"
51.5	12.5	"51.5_12.5"
50.8	12.8	"50.8_12.8"
50	9	"50_9"
52.4	13.3	"52.4_13.3"
51.8	6.6	"51.8_6.6"
50.1	11	"50.1_11"
50.1	6.8	"50.1_6.8"
51	13.7	"51_13.7"
52.1	10.5	"52.1_10.5"
52.1	10.5	"52.1_10.5"
52.3	13.6	"52.3_13.6"
50.8	6.9	"50.8_6.9"
51.2	14	"51.2_14"
54	13.9	"54_13.9"
53.6	10.1	"53.6_10.1"
49.4	11.1	"49.4_11.1"
48.3	11.1	"48.3_11.1"
54.5	9.5	"54.5_9.5"
48.8	9.1	"48.8_9.1"
49.8	8.6	"49.8_8.6"
50.2	8.9	"50.2_8.9"
48.6	13.1	"48.6_13.1"
47.9	11.7	"47.9_11.7"
48.1	9.8	"48.1_9.8"
50.1	8.4	"50.1_8.4"
54.3	10.1	"54.3_10.1"
52.3	9.7	"52.3_9.7"
50.7	7.5	"50.7_7.5"
50	8.6	"50_8.6"
52	8.8	"52_8.8"
47.7	9.5	"47.7_9.5"
51.1	7.2	"51.1_7.2"
49.6	7.6	"49.6_7.6"
52.1	11.2	"52.1_11.2"
51.1	6.8	"51.1_6.8"
52.9	10.5	"52.9_10.5"
52.1	8.6	"52.1_8.6"
51.2	12.1	"51.2_12.1"
48.4	10.8	"48.4_10.8"
48.2	11.9	"48.2_11.9"
49.9	8.1	"49.9_8.1"
51.1	7	"51.1_7"
49.5	7.7	"49.5_7.7"
48.4	10.9	"48.4_10.9"
48	11.6	"48_11.6"
48	11.6	"48_11.6"
49.7	11	"49.7_11"
49.4	11.2	"49.4_11.2"
50.9	6.9	"50.9_6.9"
50.9	6.9	"50.9_6.9"
50.9	6.9	"50.9_6.9"
50.9	6.9	"50.9_6.9"
53.9	10.7	"53.9_10.7"
51.4	11.9	"51.4_11.9"
48.1	11.3	"48.1_11.3"
52.1	8.6	"52.1_8.6"
53.3	10	"53.3_10"
48.1	11.5	"48.1_11.5"
53.9	10.2	"53.9_10.2"
49	11.9	"49_11.9"
51.1	6.9	"51.1_6.9"
53.7	10	"53.7_10"
47.6	8	"47.6_8"
48.8	9.2	"48.8_9.2"
50.4	7.6	"50.4_7.6"
48.7	12.7	"48.7_12.7"
50.9	7	"50.9_7"
48.2	10.9	"48.2_10.9"
49.4	7.7	"49.4_7.7"
51.2	6.6	"51.2_6.6"
48.7	11.4	"48.7_11.4"
49.4	8.1	"49.4_8.1"
49.8	8	"49.8_8"
54.3	9	"54.3_9"
52.5	13.3	"52.5_13.3"
53.3	11.6	"53.3_11.6"
49.6	11.7	"49.6_11.7"
49.6	11.7	"49.6_11.7"
53.7	10.1	"53.7_10.1"
49.4	8.4	"49.4_8.4"
48.4	7.9	"48.4_7.9"
52.9	7.3	"52.9_7.3"
54.1	10.4	"54.1_10.4"
48.3	10.9	"48.3_10.9"
49.5	8.5	"49.5_8.5"
52	8.5	"52_8.5"
51	6.9	"51_6.9"
53.5	11.4	"53.5_11.4"
51.4	7.1	"51.4_7.1"
52.4	13.3	"52.4_13.3"
53.2	8.5	"53.2_8.5"
53.5	9.9	"53.5_9.9"
51.4	6.9	"51.4_6.9"
49	8.1	"49_8.1"
49	8.3	"49_8.3"
51.3	7.2	"51.3_7.2"
49.3	11.3	"49.3_11.3"
52.3	9.8	"52.3_9.8"
49.3	12.7	"49.3_12.7"
49.7	6.7	"49.7_6.7"
50.9	13.3	"50.9_13.3"
52.3	13.1	"52.3_13.1"
48.1	11.5	"48.1_11.5"
48.1	11.5	"48.1_11.5"
52.3	13	"52.3_13"
51.1	7.3	"51.1_7.3"
52.3	13.5	"52.3_13.5"
52.2	10.5	"52.2_10.5"
50.9	12.8	"50.9_12.8"
52.5	13.3	"52.5_13.3"
48	8.4	"48_8.4"
51.5	7	"51.5_7"
49.9	8	"49.9_8"
50.8	8.7	"50.8_8.7"
50.1	6.4	"50.1_6.4"
47.7	10.9	"47.7_10.9"
47.8	12.9	"47.8_12.9"
48	10.5	"48_10.5"
49.4	6.9	"49.4_6.9"
52.2	13.6	"52.2_13.6"
51.1	6.4	"51.1_6.4"
52.3	13.6	"52.3_13.6"
48.1	11.5	"48.1_11.5"
48.1	11.6	"48.1_11.6"
48.9	11.8	"48.9_11.8"
47.9	11.8	"47.9_11.8"
47.3	8.5	"47.3_8.5"
53	8.7	"53_8.7"
50	8.6	"50_8.6"
49.4	8.7	"49.4_8.7"
48.7	9.1	"48.7_9.1"
50.7	9.4	"50.7_9.4"
51.2	12.3	"51.2_12.3"
51.2	9.7	"51.2_9.7"
54.1	12	"54.1_12"
48.8	9.4	"48.8_9.4"
52.3	13	"52.3_13"
50.7	7.4	"50.7_7.4"
49.9	8.2	"49.9_8.2"
51.2	7.2	"51.2_7.2"
50	8.9	"50_8.9"
48.2	11.6	"48.2_11.6"
53.5	10	"53.5_10"
49.4	11.1	"49.4_11.1"
51.5	6.7	"51.5_6.7"
51.5	6.8	"51.5_6.8"
49.1	9.1	"49.1_9.1"
51	13.6	"51_13.6"
52.5	13.4	"52.5_13.4"
51.8	8.4	"51.8_8.4"
51.3	9.4	"51.3_9.4"
52.5	13.6	"52.5_13.6"
51.4	7.4	"51.4_7.4"
50	8.2	"50_8.2"
51.4	6.8	"51.4_6.8"
50.9	6.9	"50.9_6.9"
50.8	12.9	"50.8_12.9"
51.7	14.3	"51.7_14.3"
48.1	9.7	"48.1_9.7"
49.1	9	"49.1_9"
49.1	9	"49.1_9"
52.5	7.3	"52.5_7.3"
47.9	10.1	"47.9_10.1"
52.1	11.5	"52.1_11.5"
50	8.1	"50_8.1"
52.2	6.7	"52.2_6.7"
52.3	13.3	"52.3_13.3"
48.4	9.3	"48.4_9.3"
48.1	11.6	"48.1_11.6"
51.2	9.4	"51.2_9.4"
48	7.8	"48_7.8"
49	12.9	"49_12.9"
53.5	9.9	"53.5_9.9"
50.6	7.1	"50.6_7.1"
52.5	13.3	"52.5_13.3"
47.6	9.1	"47.6_9.1"
48.2	15.2	"48.2_15.2"
49.7	9.9	"49.7_9.9"
52.3	9.8	"52.3_9.8"
51.1	6.8	"51.1_6.8"
49.1	9.6	"49.1_9.6"
53.5	9.9	"53.5_9.9"
53.5	10	"53.5_10"
51.2	6.3	"51.2_6.3"
50	8.2	"50_8.2"
53	9.9	"53_9.9"
49.9	8.4	"49.9_8.4"
50.6	8.9	"50.6_8.9"
53.4	9.9	"53.4_9.9"
53.5	9.8	"53.5_9.8"
51.2	6.7	"51.2_6.7"
51.4	7.2	"51.4_7.2"
51.5	7.3	"51.5_7.3"
53.5	10.6	"53.5_10.6"
52.5	13.3	"52.5_13.3"
50.2	10.9	"50.2_10.9"
50.1	8.5	"50.1_8.5"
48.1	11.5	"48.1_11.5"
52.4	7	"52.4_7"
50.4	8.1	"50.4_8.1"
50.4	8.1	"50.4_8.1"
50.4	8.1	"50.4_8.1"
50	9	"50_9"
51.3	12.3	"51.3_12.3"
48.1	11.4	"48.1_11.4"
48.1	11.7	"48.1_11.7"
48.2	11.6	"48.2_11.6"
48.3	11.6	"48.3_11.6"
48.1	11.4	"48.1_11.4"
