week,region,streams
2018-11-18,ro,2310156
2018-11-18,se,53871334
2018-11-18,sg,15652197
2018-11-18,sk,1789427
2018-11-18,sv,2540669
2018-11-18,th,9490334
2018-11-18,tr,32489083
2018-11-18,tw,9832953
2018-11-18,us,545913421
2018-11-18,uy,4789756
2018-11-18,vn,1663816
2018-11-18,za,1548788
2018-11-25,ar,61837731
2018-11-25,at,10217990
2018-11-25,au,79344418
2018-11-25,be,13388150
2018-11-25,bo,3579643
2018-11-25,br,189240246
2018-11-25,ca,77561624
2018-11-25,ch,13536920
2018-11-25,cl,67904708
2018-11-25,co,20070431
2018-11-25,cr,7020424
2018-11-25,cz,5866520
2018-11-25,de,156072787
2018-11-25,dk,30283637
2018-11-25,do,3699596
2018-11-25,ec,9295139
2018-11-25,ee,740068
2018-11-25,es,99909702
2018-11-25,fi,18412760
2018-11-25,fr,84635234
2018-11-25,gb,148954671
2018-11-25,global,1668853468
2018-11-25,gr,2319856
2018-11-25,gt,4871465
2018-11-25,hk,5720527
2018-11-25,hn,1929000
2018-11-25,hu,4171363
2018-11-25,id,45089557
2018-11-25,ie,15886574
2018-11-25,il,3325867
2018-11-25,is,2461840
2018-11-25,it,108872057
2018-11-25,jp,15017485
2018-11-25,lt,838116
2018-11-25,lv,811581
2018-11-25,mx,147387059
2018-11-25,my,14329245
2018-11-25,nl,85133080
2018-11-25,no,39255093
2018-11-25,nz,16283254
2018-11-25,pa,3744481
2018-11-25,pe,30063955
2018-11-25,ph,73071677
2018-11-25,pl,25386539
2018-11-25,pt,9730050
2018-11-25,py,6864669
2018-11-25,ro,2424184
2018-11-25,se,60204283
2018-11-25,sg,15242051
2018-11-25,sk,1931565
2018-11-25,sv,2511855
2018-11-25,th,9306677
2018-11-25,tr,32316849
2018-11-25,tw,9840221
2018-11-25,us,616668284
2018-11-25,uy,4631323
2018-11-25,vn,1590333
2018-11-25,za,1574424
2018-12-02,ar,63872071
2018-12-02,at,10724804
2018-12-02,au,80210224
2018-12-02,be,14332381
2018-12-02,bg,85330
2018-12-02,bo,3497249
2018-12-02,br,193398590
2018-12-02,ca,81395359
2018-12-02,ch,13652789
2018-12-02,cl,67835363
2018-12-02,co,20538805
2018-12-02,cr,6975632
2018-12-02,cz,6289277
2018-12-02,de,157210819
2018-12-02,dk,33079803
2018-12-02,do,3665769
2018-12-02,ec,9282466
2018-12-02,ee,818769
2018-12-02,es,102364877
2018-12-02,fi,18591536
2018-12-02,fr,89626709
2018-12-02,gb,166000700
2018-12-02,global,1736585351
2018-12-02,gr,2475102
2018-12-02,gt,4933209
2018-12-02,hk,5802173
2018-12-02,hn,1975835
2018-12-02,hu,4485724
2018-12-02,id,45578566
2018-12-02,ie,17382934
2018-12-02,il,3329824
2018-12-02,is,2748286
2018-12-02,it,111172112
2018-12-02,jp,15177159
2018-12-02,lt,1011290
2018-12-02,lv,989796
2018-12-02,mt,75651
2018-12-02,mx,149344470
2018-12-02,my,14189824
2018-12-02,nl,83482157
2018-12-02,no,41861932
2018-12-02,nz,16716659
2018-12-02,pa,4036839
2018-12-02,pe,29682693
2018-12-02,ph,73115269
2018-12-02,pl,29346918
2018-12-02,pt,10117111
2018-12-02,py,6700686
2018-12-02,ro,2622472
2018-12-02,se,63167161
2018-12-02,sg,14966881
2018-12-02,sk,2304482
2018-12-02,sv,2561544
2018-12-02,th,9190983
2018-12-02,tr,33151072
2018-12-02,tw,9823354
2018-12-02,us,644797361
2018-12-02,uy,4743622
2018-12-02,vn,1651510
2018-12-02,za,1647238
2018-12-09,ar,59452447
2018-12-09,at,10672749
2018-12-09,au,79709271
2018-12-09,be,14330675
2018-12-09,bg,73753
2018-12-09,bo,3513313
2018-12-09,br,201519732
2018-12-09,ca,80049260
2018-12-09,ch,13394610
2018-12-09,cl,68721231
2018-12-09,co,20080377
2018-12-09,cr,6913151
2018-12-09,cz,6086980
2018-12-09,de,151848564
2018-12-09,dk,30066375
2018-12-09,do,3832791
2018-12-09,ec,9357095
2018-12-09,ee,823152
2018-12-09,es,97620826
2018-12-09,fi,18155869
2018-12-09,fr,89640958
2018-12-09,gb,167777730
2018-12-09,global,1700660151
2018-12-09,gr,2425120
2018-12-09,gt,5008573
2018-12-09,hk,5756524
2018-12-09,hn,1896639
2018-12-09,hu,4644425
2018-12-09,id,45682835
2018-12-09,ie,17534087
2018-12-09,il,3417582
2018-12-09,is,2747715
2018-12-09,it,104036182
2018-12-09,jp,15316041
2018-12-09,lt,970086
2018-12-09,lv,981074
2018-12-09,mx,147214091
2018-12-09,my,13854550
2018-12-09,nl,80932417
2018-12-09,no,39637333
2018-12-09,nz,16963359
2018-12-09,pa,4207611
2018-12-09,pe,30117139
2018-12-09,ph,73094359
2018-12-09,pl,30445554
2018-12-09,pt,9866106
2018-12-09,py,6677119
2018-12-09,ro,2705558
2018-12-09,se,62086922
2018-12-09,sg,14580726
2018-12-09,sk,2572915
2018-12-09,sv,2568840
2018-12-09,th,8906798
2018-12-09,tr,33801599
2018-12-09,tw,9864529
2018-12-09,us,624071916
2018-12-09,uy,4641599
2018-12-09,vn,1558122
2018-12-09,za,1791493
2018-12-16,ar,64271485
2018-12-16,at,11858217
2018-12-16,au,85125480
2018-12-16,be,14709366
2018-12-16,bg,189354
2018-12-16,bo,3434792
2018-12-16,br,207994256
2018-12-16,ca,84756386
2018-12-16,ch,14351771
2018-12-16,cl,71570908
2018-12-16,co,20377405
2018-12-16,cr,7053031
2018-12-16,cz,6776339
2018-12-16,de,170269614
2018-12-16,dk,31469066
2018-12-16,do,4124546
2018-12-16,ec,9646254
2018-12-16,ee,968279
2018-12-16,es,97123149
2018-12-16,fi,20392949
2018-12-16,fr,82906354
2018-12-16,gb,177270274
2018-12-16,global,1771059659
2018-12-16,gr,2620766
2018-12-16,gt,5210308
2018-12-16,hk,5796764
2018-12-16,hn,2005885
2018-12-16,hu,5606315
2018-12-16,id,45812431
2018-12-16,ie,18665765
2018-12-16,il,3490354
2018-12-16,is,2967801
2018-12-16,it,102070607
2018-12-16,jp,16038273
2018-12-16,lt,1214869
2018-12-16,lv,1331686
2018-12-16,mt,262580
2018-12-16,mx,149129308
2018-12-16,my,14058214
2018-12-16,nl,84237322
2018-12-16,no,42180889
2018-12-16,nz,18200693
2018-12-16,pa,4271554
2018-12-16,pe,30074812
2018-12-16,ph,72977183
2018-12-16,pl,34609998
2018-12-16,pt,10223704
2018-12-16,py,6892801
2018-12-16,ro,2988621
2018-12-16,se,69676977
2018-12-16,sg,14526801
2018-12-16,sk,2980351
2018-12-16,sv,2623481
2018-12-16,th,8943706
2018-12-16,tr,33860191
2018-12-16,tw,10229303
2018-12-16,us,640912893
2018-12-16,uy,4901762
2018-12-16,vn,1709009
2018-12-16,za,1776580
2018-12-23,ar,74409390
2018-12-23,at,13352779
2018-12-23,au,104514353
2018-12-23,be,17702982
2018-12-23,bg,121281
2018-12-23,bo,3464303
2018-12-23,br,231193681
2018-12-23,ca,93972299
2018-12-23,ch,16823071
2018-12-23,cl,74914313
2018-12-23,co,20870737
2018-12-23,cr,7002762
2018-12-23,cz,6322486
2018-12-23,de,202065905
2018-12-23,dk,31752597
2018-12-23,do,4937582
2018-12-23,ec,9786958
2018-12-23,ee,906851
2018-12-23,es,99755261
2018-12-23,fi,19987125
2018-12-23,fr,84514264
2018-12-23,gb,204508653
2018-12-23,global,1870425083
2018-12-23,gr,2720683
2018-12-23,gt,5430201
2018-12-23,hk,5894554
2018-12-23,hn,2333810
2018-12-23,hu,6359926
2018-12-23,id,41593276
2018-12-23,ie,19636077
2018-12-23,il,3513123
2018-12-23,is,2284435
2018-12-23,it,102097293
2018-12-23,jp,17772614
2018-12-23,lt,1058708
2018-12-23,lu,383257
2018-12-23,lv,1397008
2018-12-23,mt,306805
2018-12-23,mx,147188439
2018-12-23,my,13775251
2018-12-23,ni,95044
2018-12-23,nl,87288486
2018-12-23,no,34512771
2018-12-23,nz,21981631
2018-12-23,pa,4617831
2018-12-23,pe,29369389
2018-12-23,ph,70589360
2018-12-23,pl,31896807
2018-12-23,pt,9866849
2018-12-23,py,7221206
2018-12-23,ro,2818114
2018-12-23,se,70341374
2018-12-23,sg,14795631
2018-12-23,sk,2430431
2018-12-23,sv,2813265
2018-12-23,th,9104151
2018-12-23,tr,33791676
2018-12-23,tw,11398244
2018-12-23,us,647027662
2018-12-23,uy,5490552
2018-12-23,vn,1752186
2018-12-23,za,2241577
2018-12-30,ar,72942774
2018-12-30,at,9381104
2018-12-30,au,77716965
2018-12-30,be,13114609
2018-12-30,bo,3324534
2018-12-30,br,223240610
2018-12-30,ca,68837308
2018-12-30,ch,11689523
2018-12-30,cl,72453226
2018-12-30,co,19782162
2018-12-30,cr,7082793
2018-12-30,cz,5124653
2018-12-30,de,147040821
2018-12-30,dk,24808273
2018-12-30,do,4388859
2018-12-30,ec,9528003
2018-12-30,ee,346727
2018-12-30,es,94682528
2018-12-30,fi,17410447
2018-12-30,fr,82780154
2018-12-30,gb,127564703
2018-12-30,global,1537593638
2018-12-30,gr,1972024
2018-12-30,gt,5326151
2018-12-30,hk,5444547
2018-12-30,hn,2208743
2018-12-30,hu,4024783
2018-12-30,id,42857638
2018-12-30,ie,14806944
2018-12-30,il,3626669
2018-12-30,is,1394438
2018-12-30,it,92432539
2018-12-30,jp,14802490
2018-12-30,lt,557762
2018-12-30,lv,631676
2018-12-30,mx,144861287
2018-12-30,my,13470180
2018-12-30,nl,65085812
2018-12-30,no,28776871
2018-12-30,nz,16047794
2018-12-30,pa,4484479
2018-12-30,pe,29293834
2018-12-30,ph,70129729
2018-12-30,pl,26550034
2018-12-30,pt,9064529
2018-12-30,py,6857856
2018-12-30,ro,2460199
2018-12-30,se,48623033
2018-12-30,sg,14322950
2018-12-30,sk,1805198
2018-12-30,sv,2890761
2018-12-30,th,8607672
2018-12-30,tr,33033176
2018-12-30,tw,10698595
2018-12-30,us,543187039
2018-12-30,uy,5607508
2018-12-30,vn,1641557
2018-12-30,za,1879740
2019-01-06,ar,67729039
2019-01-06,at,9454079
2019-01-06,au,79797933
2019-01-06,be,12522513
2019-01-06,bo,3496926
2019-01-06,br,217262161
2019-01-06,ca,73281575
2019-01-06,ch,12468428
2019-01-06,cl,71673426
2019-01-06,co,19477906
2019-01-06,cr,7182725
2019-01-06,cz,5617621
2019-01-06,de,140110048
2019-01-06,dk,24078159
2019-01-06,do,4304987
2019-01-06,ec,9581983
2019-01-06,ee,552152
2019-01-06,es,92827585
2019-01-06,fi,17510728
2019-01-06,fr,80054126
2019-01-06,gb,131799601
2019-01-06,global,1598955110
2019-01-06,gr,2248057
2019-01-06,gt,5334600
2019-01-06,hk,6022959
2019-01-06,hn,2101379
2019-01-06,hu,4157923
2019-01-06,id,45613294
2019-01-06,ie,14969139
2019-01-06,il,3620271
2019-01-06,is,1816055
2019-01-06,it,97234676
2019-01-06,jp,16249714
2019-01-06,lt,632994
2019-01-06,lv,699015
2019-01-06,mx,149773907
2019-01-06,my,14242452
2019-01-06,nl,75878487
2019-01-06,no,30896032
2019-01-06,nz,16635054
2019-01-06,pa,4357717
2019-01-06,pe,31278255
2019-01-06,ph,73698733
2019-01-06,pl,27168242
2019-01-06,pt,9964962
2019-01-06,py,6567703
2019-01-06,ro,2860849
2019-01-06,se,48358663
2019-01-06,sg,15782407
2019-01-06,sk,2083080
2019-01-06,sv,2883354
2019-01-06,th,8848995
2019-01-06,tr,33395641
2019-01-06,tw,11340898
2019-01-06,us,570272145
2019-01-06,uy,5425545
2019-01-06,vn,1860458
2019-01-06,za,2019973
2019-01-13,ar,68891284
2019-01-13,at,10184422
2019-01-13,au,80652646
2019-01-13,be,13075679
2019-01-13,bg,90846
2019-01-13,bo,3675525
2019-01-13,br,220921152
2019-01-13,ca,76692000
2019-01-13,ch,13248613
2019-01-13,cl,73846689
2019-01-13,co,20674519
2019-01-13,cr,7410949
2019-01-13,cz,5773189
2019-01-13,de,151904343
2019-01-13,dk,24593753
2019-01-13,do,4573207
2019-01-13,ec,9772889
2019-01-13,ee,637614
2019-01-13,es,98055591
2019-01-13,fi,17849945
2019-01-13,fr,82901964
2019-01-13,gb,136009753
2019-01-13,global,1662188123
2019-01-13,gr,2436858
2019-01-13,gt,5622411
2019-01-13,hk,6012396
2019-01-13,hn,2277508
2019-01-13,hu,4316101
2019-01-13,id,45185007
2019-01-13,ie,15619044
2019-01-13,il,3708117
2019-01-13,is,1822021
2019-01-13,it,101805147
2019-01-13,jp,16543673
2019-01-13,lt,773163
2019-01-13,lv,851844
2019-01-13,mx,156451908
2019-01-13,my,14558698
2019-01-13,nl,78803221
2019-01-13,no,31037213
2019-01-13,nz,16577440
2019-01-13,pa,4593304
2019-01-13,pe,32570567
2019-01-13,ph,77947257
2019-01-13,pl,27531448
2019-01-13,pt,10450323
2019-01-13,py,6759150
2019-01-13,ro,2961518
2019-01-13,se,50033836
2019-01-13,sg,16395925
2019-01-13,sk,2250931
2019-01-13,sv,2962074
2019-01-13,th,9081711
2019-01-13,tr,35369091
2019-01-13,tw,11152625
2019-01-13,us,598566254
2019-01-13,uy,5360979
2019-01-13,vn,1992520
2019-01-13,za,2134954
2019-01-20,ar,70259439
2019-01-20,at,10501999
2019-01-20,au,85742719
2019-01-20,be,13379808
2019-01-20,bg,168923
2019-01-20,bo,3923136
2019-01-20,br,214689113
2019-01-20,ca,78556352
2019-01-20,ch,13696952
2019-01-20,cl,73523211
2019-01-20,co,21561045
2019-01-20,cr,7556161
2019-01-20,cz,5827141
2019-01-20,de,155850400
2019-01-20,dk,24257262
2019-01-20,do,4675849
2019-01-20,ec,9973870
2019-01-20,ee,481378
2019-01-20,es,101709281
2019-01-20,fi,18253630
2019-01-20,fr,89127473
2019-01-20,gb,141785831
2019-01-20,global,1710446160
2019-01-20,gr,2666099
2019-01-20,gt,5968809
2019-01-20,hk,6121381
2019-01-20,hn,2370282
2019-01-20,hu,4422734
2019-01-20,id,45565991
2019-01-20,ie,16339485
2019-01-20,il,4044820
2019-01-20,is,1814910
2019-01-20,it,105159062
2019-01-20,jp,16975781
2019-01-20,lt,795373
2019-01-20,lv,862098
2019-01-20,mx,162848841
2019-01-20,my,14436930
2019-01-20,nl,79560317
2019-01-20,no,31606664
2019-01-20,nz,17184218
2019-01-20,pa,4282658
2019-01-20,pe,34003389
2019-01-20,ph,78740404
2019-01-20,pl,27953988
2019-01-20,pt,10592568
2019-01-20,py,6947404
2019-01-20,ro,3160581
2019-01-20,se,51531920
2019-01-20,sg,17066060
2019-01-20,sk,2240855
2019-01-20,sv,3062013
2019-01-20,th,9325053
2019-01-20,tr,35135481
2019-01-20,tw,11047746
2019-01-20,us,609387145
2019-01-20,uy,5495540
2019-01-20,vn,2067849
2019-01-20,za,2272743
2019-01-27,ar,70759207
2019-01-27,at,10607532
2019-01-27,au,85767827
2019-01-27,be,13428147
2019-01-27,bg,173451
2019-01-27,bo,3876017
2019-01-27,br,210018226
2019-01-27,ca,76240175
2019-01-27,ch,13651494
2019-01-27,cl,75068984
2019-01-27,co,21818011
2019-01-27,cr,7736326
2019-01-27,cz,5915419
2019-01-27,de,156472996
2019-01-27,dk,23872118
2019-01-27,do,4659476
2019-01-27,ec,9821510
2019-01-27,ee,619097
2019-01-27,es,101664424
2019-01-27,fi,19110302
2019-01-27,fr,95017086
2019-01-27,gb,138774267
2019-01-27,global,1713075839
2019-01-27,gr,2858633
2019-01-27,gt,6223060
2019-01-27,hk,6270368
2019-01-27,hn,2548020
2019-01-27,hu,4546843
2019-01-27,id,46321240
2019-01-27,ie,16201469
2019-01-27,il,4115882
2019-01-27,is,2079274
2019-01-27,it,108271066
2019-01-27,jp,16669641
2019-01-27,lt,747730
2019-01-27,lv,896250
2019-01-27,mx,163988379
2019-01-27,my,14891614
2019-01-27,nl,80269697
2019-01-27,no,31337246
2019-01-27,nz,16903552
2019-01-27,pa,4539973
2019-01-27,pe,34257124
2019-01-27,ph,80010535
2019-01-27,pl,28267132
2019-01-27,pt,10429177
2019-01-27,py,7103417
2019-01-27,ro,3277920
2019-01-27,se,51622715
2019-01-27,sg,17350243
2019-01-27,sk,2258411
2019-01-27,sv,3223586
2019-01-27,th,9390263
2019-01-27,tr,41041751
2019-01-27,tw,11724163
2019-01-27,us,607127591
2019-01-27,uy,5410762
2019-01-27,vn,2491994
2019-01-27,za,2285934
2019-02-03,ar,71815402
2019-02-03,at,10611347
2019-02-03,au,89133645
2019-02-03,be,13860499
2019-02-03,bg,336629
2019-02-03,bo,4099238
2019-02-03,br,208373942
2019-02-03,ca,80061199
2019-02-03,ch,13740378
2019-02-03,cl,73856681
2019-02-03,co,22149779
2019-02-03,cr,7954744
2019-02-03,cz,5942559
2019-02-03,de,158192327
2019-02-03,dk,24337513
2019-02-03,do,4583935
2019-02-03,ec,9816023
2019-02-03,ee,767003
2019-02-03,es,104193429
2019-02-03,fi,20367504
2019-02-03,fr,94915102
2019-02-03,gb,149817438
2019-02-03,global,1804204574
2019-02-03,gr,3048078
2019-02-03,gt,6261960
2019-02-03,hk,5338023
2019-02-03,hn,2640203
2019-02-03,hu,4813067
2019-02-03,id,45909666
2019-02-03,ie,17552480
2019-02-03,il,4332364
2019-02-03,is,2206800
2019-02-03,it,118578071
2019-02-03,jp,17190726
2019-02-03,lt,924007
2019-02-03,lv,997526
2019-02-03,mt,93586
2019-02-03,mx,166432444
2019-02-03,my,13846234
2019-02-03,nl,84318139
2019-02-03,no,32292319
2019-02-03,nz,17444068
2019-02-03,pa,4765152
2019-02-03,pe,34510398
2019-02-03,ph,81297381
2019-02-03,pl,29484599
2019-02-03,pt,10665940
2019-02-03,py,6977641
2019-02-03,ro,3517258
2019-02-03,se,53436670
2019-02-03,sg,15213807
2019-02-03,sk,2265591
2019-02-03,sv,3228384
2019-02-03,th,9521550
2019-02-03,tr,42488016
2019-02-03,tw,9554235
2019-02-03,us,643725707
2019-02-03,uy,5510349
2019-02-03,vn,1863807
2019-02-03,za,2568205
2019-02-10,ar,71709898
2019-02-10,at,10814685
2019-02-10,au,93484236
2019-02-10,be,14340959
2019-02-10,bg,542214
2019-02-10,bo,4222803
2019-02-10,br,201326641
2019-02-10,ca,83826748
2019-02-10,ch,14018476
2019-02-10,cl,71850313
2019-02-10,co,22169658
2019-02-10,cr,8403921
2019-02-10,cz,6011459
2019-02-10,de,162841900
2019-02-10,dk,23964855
2019-02-10,do,4552528
2019-02-10,ec,9829649
2019-02-10,ee,787622
2019-02-10,es,105243309
2019-02-10,fi,21290139
2019-02-10,fr,90570438
2019-02-10,gb,159727855
2019-02-10,global,1895398330
2019-02-10,gr,3071963
2019-02-10,gt,6425237
2019-02-10,hk,6333362
2019-02-10,hn,2664833
2019-02-10,hu,4842149
2019-02-10,id,47200857
2019-02-10,ie,18999610
2019-02-10,il,4387101
2019-02-10,is,2211451
2019-02-10,it,134578563
2019-02-10,jp,18313653
2019-02-10,lt,973097
2019-02-10,lv,1027999
2019-02-10,mt,83962
2019-02-10,mx,173545371
2019-02-10,my,15375707
2019-02-10,nl,87451874
2019-02-10,no,32586156
2019-02-10,nz,18401506
2019-02-10,pa,4711553
2019-02-10,pe,34350174
2019-02-10,ph,83852048
2019-02-10,pl,30788280
2019-02-10,pt,10905880
2019-02-10,py,6624607
2019-02-10,ro,3377795
2019-02-10,se,54811458
2019-02-10,sg,17801019
2019-02-10,sk,2327017
2019-02-10,sv,3343074
2019-02-10,th,9788573
2019-02-10,tr,42129496
2019-02-10,tw,11732744
2019-02-10,us,683560981
2019-02-10,uy,5455428
2019-02-10,vn,2631574
2019-02-10,za,2487980
2019-02-17,ar,70049571
2019-02-17,at,10756763
2019-02-17,au,88223069
2019-02-17,be,14123652
2019-02-17,bg,388025
2019-02-17,bo,4325372
2019-02-17,br,199695388
2019-02-17,ca,77943617
2019-02-17,ch,14119972
2019-02-17,cl,70942352
2019-02-17,co,21817757
2019-02-17,cr,8525925
2019-02-17,cz,5913640
2019-02-17,de,161388752
2019-02-17,dk,24142921
2019-02-17,do,4490743
2019-02-17,ec,9598260
2019-02-17,ee,752283
2019-02-17,es,105068859
2019-02-17,fi,19477729
2019-02-17,fr,90377331
2019-02-17,gb,149266186
2019-02-17,global,1764457498
2019-02-17,gr,2876166
2019-02-17,gt,6528483
2019-02-17,hk,6228469
2019-02-17,hn,2742403
2019-02-17,hu,4757772
2019-02-17,id,47155136
2019-02-17,ie,18338795
2019-02-17,il,4408204
2019-02-17,is,2069981
2019-02-17,it,116139111
2019-02-17,jp,19153360
2019-02-17,lt,874346
2019-02-17,lv,909594
2019-02-17,mx,173278000
2019-02-17,my,15097294
2019-02-17,nl,80194045
2019-02-17,no,31482413
2019-02-17,nz,17324191
2019-02-17,pa,4621563
2019-02-17,pe,34053847
2019-02-17,ph,83048438
2019-02-17,pl,30867602
2019-02-17,pt,10554451
2019-02-17,py,6861230
2019-02-17,ro,3249942
2019-02-17,se,53062949
2019-02-17,sg,17299049
2019-02-17,sk,2258421
2019-02-17,sv,3324216
2019-02-17,th,9786585
2019-02-17,tr,47043110
2019-02-17,tw,12041957
2019-02-17,us,625993060
2019-02-17,uy,5423156
2019-02-17,vn,2753120
2019-02-17,za,2538223
2019-02-24,ar,68682420
2019-02-24,at,10668243
2019-02-24,au,85552822
2019-02-24,be,14537832
2019-02-24,bg,93306
2019-02-24,bo,4279028
2019-02-24,br,210191883
2019-02-24,ca,77201044
2019-02-24,ch,13933252
2019-02-24,cl,69765558
2019-02-24,co,21916678
2019-02-24,cr,8733591
2019-02-24,cz,5903727
2019-02-24,de,157083577
2019-02-24,dk,24237814
2019-02-24,do,4420047
2019-02-24,ec,9794056
2019-02-24,ee,525371
2019-02-24,es,107118328
2019-02-24,fi,19363656
2019-02-24,fr,93976088
2019-02-24,gb,143529715
2019-02-24,global,1731225410
2019-02-24,gr,2771011
2019-02-24,gt,6520834
2019-02-24,hk,6107950
2019-02-24,hn,2704240
2019-02-24,hu,4728229
2019-02-24,id,47844359
2019-02-24,ie,16606885
2019-02-24,il,4318802
2019-02-24,in,6391747
2019-02-24,is,1941692
2019-02-24,it,112134220
2019-02-24,jp,18754512
2019-02-24,lt,769951
2019-02-24,lv,867424
2019-02-24,mx,175892131
2019-02-24,my,15092930
2019-02-24,ni,94535
2019-02-24,nl,78987358
2019-02-24,no,31938777
2019-02-24,nz,16885302
2019-02-24,pa,4805546
2019-02-24,pe,33565020
2019-02-24,ph,81403133
2019-02-24,pl,30735667
2019-02-24,pt,10755866
2019-02-24,py,6877448
2019-02-24,ro,3164763
2019-02-24,se,61231360
2019-02-24,sg,16886032
2019-02-24,sk,2150146
2019-02-24,sv,3354943
2019-02-24,th,9978652
2019-02-24,tr,46302476
2019-02-24,tw,11707766
2019-02-24,us,617082494
2019-02-24,uy,5136611
2019-02-24,vn,2839473
2019-02-24,za,2564888
2019-03-03,ar,64643857
2019-03-03,at,10838916
2019-03-03,au,83894867
2019-03-03,be,14428814
2019-03-03,bg,90381
2019-03-03,bo,3950884
2019-03-03,br,190926232
2019-03-03,ca,76618063
2019-03-03,ch,14024574
2019-03-03,cl,75955862
2019-03-03,co,21825013
2019-03-03,cr,8776250
2019-03-03,cz,5890511
2019-03-03,de,153602030
2019-03-03,dk,23612281
2019-03-03,do,4360403
2019-03-03,ec,9630522
2019-03-03,ee,454074
2019-03-03,es,104160385
2019-03-03,fi,19566541
2019-03-03,fr,92465470
2019-03-03,gb,144530269
2019-03-03,global,1703982137
2019-03-03,gr,3235065
2019-03-03,gt,6499099
2019-03-03,hk,6042112
2019-03-03,hn,2703705
2019-03-03,hu,4720909
2019-03-03,id,49398788
2019-03-03,ie,16633863
2019-03-03,il,4420504
2019-03-03,in,12940346
2019-03-03,is,1986219
2019-03-03,it,113318110
2019-03-03,jp,18217450
2019-03-03,lt,702682
2019-03-03,lv,883297
2019-03-03,mt,80253
2019-03-03,mx,175035251
2019-03-03,my,15398369
2019-03-03,ni,92231
2019-03-03,nl,77498247
2019-03-03,no,32829285
2019-03-03,nz,16672119
2019-03-03,pa,4264260
2019-03-03,pe,33163295
2019-03-03,ph,81993441
2019-03-03,pl,31570454
2019-03-03,pt,10478863
2019-03-03,py,6838696
2019-03-03,ro,3187008
2019-03-03,se,63089488
2019-03-03,sg,16882129
2019-03-03,sk,2117267
2019-03-03,sv,3325025
2019-03-03,th,10697713
2019-03-03,tr,45956874
2019-03-03,tw,11543452
2019-03-03,us,610767501
2019-03-03,uy,4889829
2019-03-03,vn,3134615
2019-03-03,za,2592807
2019-03-10,ar,62637809
2019-03-10,at,11542267
2019-03-10,au,81376014
2019-03-10,be,14183053
2019-03-10,bg,88435
2019-03-10,bo,4317157
2019-03-10,br,178853601
2019-03-10,ca,73753628
2019-03-10,ch,14656079
2019-03-10,cl,77025379
2019-03-10,co,21206238
2019-03-10,cr,8532590
2019-03-10,cz,5887914
2019-03-10,de,168085972
2019-03-10,dk,22883610
2019-03-10,do,4268923
2019-03-10,ec,9587385
2019-03-10,ee,538572
2019-03-10,es,104445540
2019-03-10,fi,18311563
2019-03-10,fr,90762457
2019-03-10,gb,141037350
2019-03-10,global,1678865519
2019-03-10,gr,3130046
2019-03-10,gt,6385272
2019-03-10,hk,6063835
2019-03-10,hn,2601265
2019-03-10,hu,4452776
2019-03-10,id,50578317
2019-03-10,ie,15967044
2019-03-10,il,4338892
2019-03-10,in,12984853
2019-03-10,is,1868047
2019-03-10,it,115999703
2019-03-10,jp,18000593
2019-03-10,lt,700356
2019-03-10,lv,882819
2019-03-10,mx,174876529
2019-03-10,my,15194465
2019-03-10,ni,84157
2019-03-10,nl,80268265
2019-03-10,no,31753247
2019-03-10,nz,15962394
2019-03-10,pa,4505069
2019-03-10,pe,32846574
2019-03-10,ph,79533176
2019-03-10,pl,29078938
2019-03-10,pt,10927302
2019-03-10,py,6476282
2019-03-10,ro,3087500
2019-03-10,se,63070648
2019-03-10,sg,16492131
2019-03-10,sk,2015039
2019-03-10,sv,3315919
2019-03-10,th,10290085
2019-03-10,tr,45141540
2019-03-10,tw,11525650
2019-03-10,us,589585890
2019-03-10,uy,4683056
2019-03-10,vn,3126486
2019-03-10,za,2456465
2019-03-17,ar,64070978
2019-03-17,at,12587709
2019-03-17,au,80795947
2019-03-17,be,15097583
2019-03-17,bo,4401944
2019-03-17,br,184473712
2019-03-17,ca,74426747
2019-03-17,ch,16052243
2019-03-17,cl,78390479
2019-03-17,co,21492159
2019-03-17,cr,8382933
2019-03-17,cz,5888059
2019-03-17,de,188777988
2019-03-17,dk,24520804
2019-03-17,do,4273198
2019-03-17,ec,9663133
2019-03-17,ee,533035
2019-03-17,es,104034830
2019-03-17,fi,17872227
2019-03-17,fr,111791866
2019-03-17,gb,139396265
2019-03-17,global,1660089395
2019-03-17,gr,3221302
2019-03-17,gt,6348160
2019-03-17,hk,6090946
2019-03-17,hn,2582347
2019-03-17,hu,4520418
2019-03-17,id,50713443
2019-03-17,ie,15540339
2019-03-17,il,4366092
2019-03-17,in,12881941
2019-03-17,is,1785255
2019-03-17,it,118347738
2019-03-17,jp,18292041
2019-03-17,lt,636854
2019-03-17,lv,858947
2019-03-17,mx,168231975
2019-03-17,my,15210133
2019-03-17,ni,95843
2019-03-17,nl,80187921
2019-03-17,no,31497275
2019-03-17,nz,15722335
2019-03-17,pa,4686034
2019-03-17,pe,33808138
2019-03-17,ph,78991966
2019-03-17,pl,28490095
2019-03-17,pt,10885001
2019-03-17,py,6663209
2019-03-17,ro,3070524
2019-03-17,se,57907553
2019-03-17,sg,16472674
2019-03-17,sk,2081505
2019-03-17,sv,3337125
2019-03-17,th,10223797
2019-03-17,tr,44931500
2019-03-17,tw,11770010
2019-03-17,us,564082399
2019-03-17,uy,4855230
2019-03-17,vn,3167443
2019-03-17,za,2196421
2019-03-24,ar,66522822
