id,"collection_date","movie_id","url","imdb_code","title","year","rating","runtime","genres","language","mpa_rating","download_count","like_count","rt_critics_score","rt_critics_rating","rt_audience_score","rt_audience_rating","date_uploaded","t_url_1","t_has_1","t_quality_1","t_resolution_1","t_framerate_1","t_seeds_1","t_peers_1","t_size_1","t_download_count_1","t_date_uploaded_1","t_url_2","t_has_2","t_quality_2","t_resolution_2","t_framerate_2","t_seeds_2","t_peers_2","t_size_2","t_download_count_2","t_date_uploaded_2","director_name","actors"
61275,"2015-10-20",2515,"https://yts.to/movie/august-osage-county-2013","tt1322269","August: Osage County",2013,7.3,121,"Drama","English","R",160806,257,64,"Fresh",66,"Upright","2014-03-04 18:27:47","https://yts.to/torrent/download/5664511B41F808FD08F656D521F58C51DF3FB4D5.torrent","5664511B41F808FD08F656D521F58C51DF3FB4D5","720p","1280*538",24,45,2,"870.98 MB",148217,"2014-03-04 18:27:47","https://yts.to/torrent/download/7BB8AAD28865077632124B53DD4A34D70BCCF16E.torrent","7BB8AAD28865077632124B53DD4A34D70BCCF16E","1080p","1920*808",24,73,8,"1.85 GB",132394,"2014-03-04 20:06:04","John Wells","Meryl Streep, Dermot Mulroney, Julia Roberts, Juliette Lewis"
61276,"2015-10-20",2516,"https://yts.to/movie/something-good-the-mercury-factor-2013","tt2542502","Something Good: The Mercury Factor",2013,3.7,114,"Thriller","English","Unknown",41738,47,0,"None",25,"None","2014-03-05 11:08:12","https://yts.to/torrent/download/B47FC1164A2AEA1D97F99EABD0A7F8E789D2C729.torrent","B47FC1164A2AEA1D97F99EABD0A7F8E789D2C729","720p","1280*544",24,5,1,"866.82 MB",38388,"2014-03-05 11:08:12","https://yts.to/torrent/download/7905FD033D374E6C823EB04A00F9BDA4F8DC5E57.torrent","7905FD033D374E6C823EB04A00F9BDA4F8DC5E57","1080p","1920*816",24,6,8,"1.85 GB",32847,"2014-03-05 12:35:51","Luca Barbareschi","Luca Barbareschi, Jingchu Zhang, Carl Ng, Frank Crudele"
61277,"2015-10-20",2517,"https://yts.to/movie/reasonable-doubt-2014","tt2304953","Reasonable Doubt",2014,5.7,91,"Crime,Thriller","English","R",277959,235,13,"Rotten",32,"Spilled","2014-03-06 00:55:44","https://yts.to/torrent/download/48C6F7CEC1553BBE0301CEBD08F675D2EFBD4BB6.torrent","48C6F7CEC1553BBE0301CEBD08F675D2EFBD4BB6","720p","1280*534",23.976,76,5,"749.37 MB",265533,"2014-03-06 00:55:44","https://yts.to/torrent/download/9E7A3FB9A7E7C6F48E234DBE0F506124D0C7E49A.torrent","9E7A3FB9A7E7C6F48E234DBE0F506124D0C7E49A","1080p","1920*800",23.976,33,6,"1.44 GB",217697,"2014-03-06 03:01:37","Peter Howitt","Dominic Cooper, Samuel L. Jackson, Gloria Reuben, Ryan Robbins"
61278,"2015-10-20",2518,"https://yts.to/movie/the-book-of-esther-2013","tt2521404","The Book of Esther",2013,3.9,89,"Drama","English","PG",60247,61,0,"None",36,"Spilled","2014-03-06 09:05:40","https://yts.to/torrent/download/12D1C43D4BD5F026950C4D2227E430CFBC7180F2.torrent","12D1C43D4BD5F026950C4D2227E430CFBC7180F2","720p","1280*720",23.976,27,0,"700.40 MB",54953,"2014-03-06 09:05:40","https://yts.to/torrent/download/C98476765A7832879D21DF7F4F93D89AFBB308DE.torrent","C98476765A7832879D21DF7F4F93D89AFBB308DE","1080p","1920*1080",23.976,9,1,"1.24 GB",59576,"2014-03-06 20:45:38","David A.R. White","Jen Lilley, Linda Bisesti, John Clement, Kass Connors"
61279,"2015-10-20",2519,"https://yts.to/movie/the-human-race-2013","tt1427298","The Human Race",2013,5.4,87,"Action,Horror","English","MA15+",83220,116,45,"Rotten",59,"Spilled","2014-03-06 10:21:40","https://yts.to/torrent/download/7F4AE19359EAD20F37E883553C061B2BBF44E79B.torrent","7F4AE19359EAD20F37E883553C061B2BBF44E79B","720p","1280*720",23.976,19,2,"698.13 MB",111295,"2014-03-06 12:02:10","https://yts.to/torrent/download/4F296B90EF2826155299D87E4DBEC5ADBA99DE23.torrent","4F296B90EF2826155299D87E4DBEC5ADBA99DE23","1080p","1920*1080",23.976,14,4,"1.24 GB",75580,"2014-03-06 10:21:40","Paul Hough","Paul McCarthy-Boyington, Eddie McGee, Trista Robinson, T. Arthur Cottam"
61280,"2015-10-20",2520,"https://yts.to/movie/breaking-the-waves-1996","tt0115751","Breaking the Waves",1996,7.9,153,"Drama,Romance","English","R",75936,117,86,"Certified Fresh",91,"Upright","2014-03-06 12:06:41","https://yts.to/torrent/download/BB5F8A875826A247E2CD1BF9E85EEBD958629204.torrent","BB5F8A875826A247E2CD1BF9E85EEBD958629204","720p","1280*536",23.976,53,11,"990.65 MB",66141,"2014-03-06 12:06:41","https://yts.to/torrent/download/C46591EBCC6E39019FF01C4F98DBF342D65D0A1A.torrent","C46591EBCC6E39019FF01C4F98DBF342D65D0A1A","1080p","1920*800",23.976,25,7,"2.05 GB",45632,"2014-03-06 17:02:47","Lars von Trier","Emily Watson, Stellan Skarsgard, Katrin Cartlidge, Jean-Marc Barr"
61281,"2015-10-20",2521,"https://yts.to/movie/delivery-man-2013","tt2387559","Delivery Man",2013,6.4,105,"Comedy,Drama","English","PG-13",493777,443,39,"Rotten",47,"Spilled","2014-03-06 17:52:12","https://yts.to/torrent/download/80B0F2788FD33CBB6272049EDFE3911F6AEAE5AC.torrent","80B0F2788FD33CBB6272049EDFE3911F6AEAE5AC","720p","1280*536",23.976,152,18,"811.34 MB",470381,"2014-03-06 17:52:12","https://yts.to/torrent/download/FACB4AC6E6FE3E43E26575C0D5708A7411D0603B.torrent","FACB4AC6E6FE3E43E26575C0D5708A7411D0603B","1080p","1920*800",23.976,91,9,"1.65 GB",333906,"2014-03-06 21:17:36","Ken Scott","Vince Vaughn, Chris Pratt, Cobie Smulders, Jack Reynor"
61282,"2015-10-20",2522,"https://yts.to/movie/romeo-juliet-2013","tt1645131","Romeo & Juliet",2013,5.7,118,"Drama,Romance","English","PG-13",151995,153,22,"Rotten",47,"Spilled","2014-03-09 05:23:33","https://yts.to/torrent/download/8A695AD2B390B10EBED800DDB87F15CCBD12C73D.torrent","8A695AD2B390B10EBED800DDB87F15CCBD12C73D","720p","1280*536",23.976,124,15,"867.86 MB",138570,"2014-03-09 05:23:33","https://yts.to/torrent/download/77361550C9E1416B14D27FE5A8187189E1CAF0D4.torrent","77361550C9E1416B14D27FE5A8187189E1CAF0D4","1080p","1920*800",23.976,43,8,"1.85 GB",86501,"2014-03-09 10:01:12","Carlo Carlei","Hailee Steinfeld, Douglas Booth, Damian Lewis, Laura Morante"
61283,"2015-10-20",2523,"https://yts.to/movie/the-returned-2013","tt2093270","The Returned",2013,5.9,98,"Drama,Horror","English","MA15+",114236,133,58,"Rotten",38,"Spilled","2014-03-09 21:31:00","https://yts.to/torrent/download/BEA252656601C92A388DD1477FF9D429C57AE468.torrent","BEA252656601C92A388DD1477FF9D429C57AE468","720p","1280*544",24,22,2,"758.18 MB",108957,"2014-03-09 21:31:00","https://yts.to/torrent/download/CCC3FC8D133225D3A24449F08A94A83A8184A8A1.torrent","CCC3FC8D133225D3A24449F08A94A83A8184A8A1","1080p","1920*816",24,15,3,"1.45 GB",83494,"2014-03-10 01:45:56","Manuel Carballo","Emily Hampshire, Melina Matthews, Kris Holden-Ried, Shawn Doyle"
61284,"2015-10-20",2524,"https://yts.to/movie/the-bag-man-2014","tt2212008","The Bag Man",2014,5.3,108,"Crime,Drama","English","R",140988,197,10,"Rotten",24,"Spilled","2014-03-10 00:45:13","https://yts.to/torrent/download/5689F9EBDBEC7F40EC918630CC1D83EC75B91A1B.torrent","5689F9EBDBEC7F40EC918630CC1D83EC75B91A1B","720p","1280*530",23.976,23,3,"813.96 MB",153295,"2014-03-10 03:17:12","https://yts.to/torrent/download/DF30C338EA87E9A88E08BD2A69FF6321827EB4FD.torrent","DF30C338EA87E9A88E08BD2A69FF6321827EB4FD","1080p","1920*796",23.976,28,3,"1.65 GB",130449,"2014-03-10 00:45:13","David Grovic","John Cusack, Rebecca Da Costa, Robert De Niro, Crispin Glover"
61285,"2015-10-20",2525,"https://yts.to/movie/i-will-follow-you-into-the-dark-2012","tt2179087","I Will Follow You Into the Dark",2012,4.5,112,"Drama,Horror","English","16",49269,88,11,"Rotten",24,"Spilled","2014-03-10 02:01:32","https://yts.to/torrent/download/EDA7BFD61A1786643184CE63406289CE4AC2C147.torrent","EDA7BFD61A1786643184CE63406289CE4AC2C147","720p","1280*534",23.976,7,3,"815.14 MB",61456,"2014-03-10 05:39:48","https://yts.to/torrent/download/934C7B93E2EB75F395F66FBD991CD69B97206692.torrent","934C7B93E2EB75F395F66FBD991CD69B97206692","1080p","1920*802",23.976,7,2,"1.65 GB",44105,"2014-03-10 02:01:32","Mark Edwin Robinson","Mischa Barton, Ryan Eggold, Leah Pipes, Frank Ashmore"
61286,"2015-10-20",2526,"https://yts.to/movie/man-without-a-star-1955","tt0048340","Man Without a Star",1955,7,89,"Western","English","Approved",31048,54,0,"None",67,"Upright","2014-03-11 10:28:04","https://yts.to/torrent/download/DDDEB6B430B0C76EE88C7EBBB3633FB71E4D49F5.torrent","DDDEB6B430B0C76EE88C7EBBB3633FB71E4D49F5","720p","1280*640",23.976,6,3,"698.49 MB",24345,"2014-03-11 10:28:04","https://yts.to/torrent/download/3F62AD2BE0E4757BD15D57D6904FDD05F62AA142.torrent","3F62AD2BE0E4757BD15D57D6904FDD05F62AA142","1080p","1920*960",23.976,7,1,"1.24 GB",22689,"2014-03-11 15:16:44","King Vidor","Kirk Douglas, Jeanne Crain, Claire Trevor, William Campbell"
61287,"2015-10-20",2527,"https://yts.to/movie/a-history-of-violence-2005","tt0399146","A History of Violence",2005,7.5,96,"Crime,Drama","English","R",94653,163,87,"Certified Fresh",76,"Upright","2014-03-12 00:06:29","https://yts.to/torrent/download/697C00243EA75BE0CCAEED2739D5E31873F1357A.torrent","697C00243EA75BE0CCAEED2739D5E31873F1357A","720p","1280*688",23.976,28,13,"755.92 MB",82185,"2014-03-12 00:06:29","https://yts.to/torrent/download/0D4512D7D7CE067775F56BBC1864A4F7F4AF8010.torrent","0D4512D7D7CE067775F56BBC1864A4F7F4AF8010","1080p","1920*1040",23.976,85,10,"1.44 GB",74226,"2014-03-13 15:01:33","David Cronenberg","Viggo Mortensen, Maria Bello, Ed Harris, William Hurt"
61288,"2015-10-20",2528,"https://yts.to/movie/the-imposter-2012","tt1966604","The Imposter",2012,7.5,99,"Documentary,Biography","English","R",104122,144,95,"Certified Fresh",78,"Upright","2014-03-12 00:27:32","https://yts.to/torrent/download/CA96E5F36331BE2DA2990C24F09A417422673F2A.torrent","CA96E5F36331BE2DA2990C24F09A417422673F2A","720p","1280*544",24,105,12,"756.50 MB",89072,"2014-03-12 00:27:32","https://yts.to/torrent/download/F0E8CB219B0A49DF63548B725412DE0E4E86D04E.torrent","F0E8CB219B0A49DF63548B725412DE0E4E86D04E","1080p","1918*816",24,39,6,"1.44 GB",75179,"2014-03-12 10:26:07","Bart Layton","Adam O'Brian, Anna Ruben, Cathy Dresbach, Alan Teichman"
61289,"2015-10-20",2529,"https://yts.to/movie/the-golden-compass-2007","tt0385752","The Golden Compass",2007,6.1,113,"Adventure,Family","English","PG-13",119805,183,42,"Rotten",51,"Spilled","2014-03-12 02:00:58","https://yts.to/torrent/download/CA998DFFC1CAC7792097FBB40929D8E5D895BC95.torrent","CA998DFFC1CAC7792097FBB40929D8E5D895BC95","720p","1280*536",23.976,88,14,"812.85 MB",111948,"2014-03-13 05:30:42","https://yts.to/torrent/download/6434B683ABD899CED8EA59AC8006B19D8988E890.torrent","6434B683ABD899CED8EA59AC8006B19D8988E890","1080p","1920*800",23.976,58,14,"1.64 GB",94355,"2014-03-12 02:00:58","Chris Weitz","Nicole Kidman, Daniel Craig, Dakota Blue Richards, Ben Walker"
61290,"2015-10-20",2530,"https://yts.to/movie/secret-window-2004","tt0363988","Secret Window",2004,6.6,96,"Mystery,Thriller","English","PG-13",113317,220,46,"Rotten",65,"Upright","2014-03-12 03:37:23","https://yts.to/torrent/download/7F30E48EFC5ACB81C9B0A680E3A32CA8C1F34DFA.torrent","7F30E48EFC5ACB81C9B0A680E3A32CA8C1F34DFA","720p","1280*528",23.976,72,11,"757.44 MB",97670,"2014-03-12 03:37:23","https://yts.to/torrent/download/0C57C5BE5DBF4B51B8024F339EE7E30CF7F7B33E.torrent","0C57C5BE5DBF4B51B8024F339EE7E30CF7F7B33E","1080p","1920*800",23.976,32,7,"1.45 GB",81450,"2014-03-12 15:34:07","David Koepp","Johnny Depp, Maria Bello, John Turturro, Timothy Hutton"
61291,"2015-10-20",2531,"https://yts.to/movie/inside-job-2010","tt1645089","Inside Job",2010,8.3,105,"Documentary,Crime","English","PG-13",252768,249,98,"Certified Fresh",91,"Upright","2014-03-12 03:39:28","https://yts.to/torrent/download/DA7FF4AAC5836F3291FA3113A5E2EC7075E8D2D2.torrent","DA7FF4AAC5836F3291FA3113A5E2EC7075E8D2D2","720p","1280*548",23.976,258,42,"812.55 MB",198778,"2014-03-12 03:39:28","https://yts.to/torrent/download/CAE2D86C74D18FA12906FE9FB9D23F60D8030525.torrent","CAE2D86C74D18FA12906FE9FB9D23F60D8030525","1080p","1920*824",23.976,181,36,"1.64 GB",172409,"2014-03-14 02:18:50","Charles Ferguson","Matt Damon, William Ackman, Daniel Alpert, Jonathan Alpert"
61292,"2015-10-20",2532,"https://yts.to/movie/flipped-2010","tt0817177","Flipped",2010,7.7,90,"Comedy,Drama","English","PG",134850,218,55,"Rotten",78,"Upright","2014-03-12 05:50:22","https://yts.to/torrent/download/E1E9BCF1DA2E21FBA8C2BB865F9201F3F71E4723.torrent","E1E9BCF1DA2E21FBA8C2BB865F9201F3F71E4723","720p","1280*720",23.976,81,15,"702.97 MB",114306,"2014-03-12 05:50:22","https://yts.to/torrent/download/F51A5CD997F5C0C548AFE1A102121E016E55C6E2.torrent","F51A5CD997F5C0C548AFE1A102121E016E55C6E2","1080p","1920*1080",23.976,128,19,"1.24 GB",94230,"2014-03-12 18:47:44","Rob Reiner","Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards"
61293,"2015-10-20",2533,"https://yts.to/movie/species-1995","tt0114508","Species",1995,5.8,108,"Horror,Sci-Fi","English","R",73157,115,35,"Rotten",31,"Spilled","2014-03-12 09:44:25","https://yts.to/torrent/download/7082F227F27D9968E152A7443853DC6EC2C291EF.torrent","7082F227F27D9968E152A7443853DC6EC2C291EF","720p","1280*546",23.976,25,13,"811.09 MB",53841,"2014-03-12 09:44:25","https://yts.to/torrent/download/3E7CE1BB2091072C3263452715EFBDD4C5ADEF58.torrent","3E7CE1BB2091072C3263452715EFBDD4C5ADEF58","1080p","1920*800",23.976,39,19,"1.64 GB",56869,"2014-03-12 15:30:37","Roger Donaldson","Natasha Henstridge, Michael Madsen, Ben Kingsley, Alfred Molina"
61294,"2015-10-20",2534,"https://yts.to/movie/the-switch-2010","tt0889573","The Switch",2010,6.1,101,"Comedy,Drama","English","PG-13",140069,180,51,"Rotten",45,"Spilled","2014-03-12 13:55:07","https://yts.to/torrent/download/F38F1BA92B293D333A9E10D214B30478019EFD1D.torrent","F38F1BA92B293D333A9E10D214B30478019EFD1D","720p","1280*544",23.976,78,10,"806.45 MB",124731,"2014-03-12 13:55:07","https://yts.to/torrent/download/65B691AF13082CD59EF37ED8A0859A359B35B7C9.torrent","65B691AF13082CD59EF37ED8A0859A359B35B7C9","1080p","1920*816",23.976,29,7,"1.64 GB",98346,"2014-03-19 06:06:37","Josh Gordon, Will Speck","Jennifer Aniston, Jason Bateman, Patrick Wilson, Jeff Goldblum"
61295,"2015-10-20",2535,"https://yts.to/movie/walking-with-dinosaurs-3d-2013","tt1762399","Walking with Dinosaurs 3D",2013,5.2,87,"Animation,Adventure","English","PG",228495,270,24,"Rotten",41,"Spilled","2014-03-12 17:52:31","https://yts.to/torrent/download/54A46DD37B57724CDE8D3EE3AA6B34346962A517.torrent","54A46DD37B57724CDE8D3EE3AA6B34346962A517","720p","1280*536",23.976,73,11,"698.59 MB",184161,"2014-03-12 17:52:31","https://yts.to/torrent/download/850599D71F77E5B19D8E9B9BA48855049755D285.torrent","850599D71F77E5B19D8E9B9BA48855049755D285","1080p","1920*808",23.976,88,23,"1.24 GB",175871,"2014-03-13 00:42:58","Barry Cook, Neil Nightingale","Charlie Rowe, Karl Urban, Angourie Rice, John Leguizamo"
61296,"2015-10-20",2536,"https://yts.to/movie/the-outsider-2014","tt2198241","The Outsider",2014,4.8,94,"Action,Crime","English","18",198096,151,5,"Rotten",12,"Spilled","2014-03-12 19:11:44","https://yts.to/torrent/download/95CD9C78DBA175C8B700BB5A49D87E8AF8265D69.torrent","95CD9C78DBA175C8B700BB5A49D87E8AF8265D69","720p","1280*536",23.976,56,2,"749.72 MB",188483,"2014-03-12 19:11:44","https://yts.to/torrent/download/E3741BA7364355F43BBC30EDDD3C2CC03D741573.torrent","E3741BA7364355F43BBC30EDDD3C2CC03D741573","1080p","1920*800",23.976,24,2,"1.43 GB",104226,"2014-03-20 11:36:40","Brian A Miller","Craig Fairbrass, James Caan, Jason Patric, Shannon Elizabeth"
61297,"2015-10-20",2537,"https://yts.to/movie/south-park-bigger-longer-uncut-1999","tt0158983","South Park: Bigger Longer & Uncut",1999,7.8,81,"Animation,Comedy","English","R",187232,184,81,"Certified Fresh",88,"Upright","2014-03-14 00:28:43","https://yts.to/torrent/download/95EBD5FE833A6D35988955234C3119FE1A05D538.torrent","95EBD5FE833A6D35988955234C3119FE1A05D538","720p","1280*720",23.976,101,14,"693.55 MB",160541,"2014-03-14 00:28:43","https://yts.to/torrent/download/04AC27DCF18C68470F35969517B477003C325301.torrent","04AC27DCF18C68470F35969517B477003C325301","1080p","1920*1080",23.976,39,12,"1.23 GB",75300,"2014-09-27 20:45:42","Trey Parker","Trey Parker, Matt Stone, Mary Kay Bergman, Isaac Hayes"
61298,"2015-10-20",2538,"https://yts.to/movie/the-wolf-of-wall-street-2013","tt0993846","The Wolf of Wall Street",2013,8.2,180,"Biography,Comedy","English","R",1165816,1537,77,"Certified Fresh",82,"Upright","2014-03-14 08:38:36","https://yts.to/torrent/download/4566F10EA019B949176377FE064404B65B6ACA82.torrent","4566F10EA019B949176377FE064404B65B6ACA82","720p","1280*536",23.976,404,132,"1008.99 MB",994720,"2014-03-14 08:38:36","https://yts.to/torrent/download/4B642D022980E5EBAA7CF4B6E1CC93769921CB42.torrent","4B642D022980E5EBAA7CF4B6E1CC93769921CB42","1080p","1920*800",23.976,1093,216,"2.08 GB",883284,"2014-03-14 20:46:16","Martin Scorsese","Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey"
61299,"2015-10-20",2539,"https://yts.to/movie/the-call-of-the-wild-1935","tt0026164","The Call of the Wild",1935,6.9,81,"Action,Adventure","English","Approved",30228,56,0,"None",50,"Spilled","2014-03-14 17:53:27","https://yts.to/torrent/download/878AD5325F13D5C0654B65A91B0776CB9F020B8F.torrent","878AD5325F13D5C0654B65A91B0776CB9F020B8F","720p","980*720",23.976,10,4,"753.01 MB",30228,"2014-03-14 17:53:27","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","William A. Wellman","Clark Gable, Loretta Young, Jack Oakie, Reginald Owen"
61300,"2015-10-20",2540,"https://yts.to/movie/you-may-not-kiss-the-bride-2011","tt1381418","You May Not Kiss the Bride",2011,5.4,99,"Action,Comedy","English","PG-13",94644,106,0,"Rotten",34,"Spilled","2014-03-15 06:04:14","https://yts.to/torrent/download/F66CB0C6CD7C7D065B952324D24DD74B6A857520.torrent","F66CB0C6CD7C7D065B952324D24DD74B6A857520","720p","1280*720",24,35,6,"754.90 MB",86552,"2014-03-15 06:04:14","https://yts.to/torrent/download/23F48FDA2CFE91B3174712588376856A920FDD2D.torrent","23F48FDA2CFE91B3174712588376856A920FDD2D","1080p","1920*1080",24,20,2,"1.44 GB",52366,"2014-03-17 17:45:01","Rob Hedden","Dave Annable, Katharine McPhee, Rob Schneider, Mena Suvari"
61301,"2015-10-20",2541,"https://yts.to/movie/silent-house-2011","tt1767382","Silent House",2011,5.3,86,"Horror,Mystery","English","R",72162,82,41,"Rotten",30,"Spilled","2014-03-15 09:26:36","https://yts.to/torrent/download/1C6FB7798B2D5BD6AC56B83A64BC6E5C17F98AA3.torrent","1C6FB7798B2D5BD6AC56B83A64BC6E5C17F98AA3","720p","1280*696",23.976,20,0,"701.40 MB",62051,"2014-03-15 09:26:36","https://yts.to/torrent/download/C6E4A97242D822387FE81838575E0EF483AA988E.torrent","C6E4A97242D822387FE81838575E0EF483AA988E","1080p","1920*1040",23.976,13,2,"1.24 GB",48128,"2014-03-17 01:27:00","Chris Kentis, Laura Lau","Elizabeth Olsen, Adam Trese, Eric Sheffer Stevens, Julia Taylor Ross"
61302,"2015-10-20",2542,"https://yts.to/movie/ms-45-1981","tt0082776","Ms .45",1981,6.8,80,"Crime,Drama","English","R",44028,73,88,"Fresh",73,"Upright","2014-03-15 10:50:28","https://yts.to/torrent/download/65EBD8DAF7A1024BDDD57088AA680494EA5B6599.torrent","65EBD8DAF7A1024BDDD57088AA680494EA5B6599","720p","1280*696",23.976,9,4,"697.93 MB",38492,"2014-03-15 10:50:28","https://yts.to/torrent/download/C4DE20F229FEAD0ECF90710E6B78A0ED5112C01F.torrent","C4DE20F229FEAD0ECF90710E6B78A0ED5112C01F","1080p","1920*1040",23.976,15,2,"1.24 GB",25078,"2014-03-17 06:57:43","Abel Ferrara","Zoe Lund, Bogey, Albert Sinkys, Darlene Stuto"
61303,"2015-10-20",2543,"https://yts.to/movie/bad-country-2014","tt2350892","Bad Country",2014,5.8,95,"Action,Crime","English","16",195595,184,0,"None",41,"Spilled","2014-03-16 12:34:27","https://yts.to/torrent/download/2476DFAE966C6B54549186AE291A54794CB4DA0E.torrent","2476DFAE966C6B54549186AE291A54794CB4DA0E","720p","1280*720",23.976,22,4,"807.99 MB",186606,"2014-03-16 12:34:27","https://yts.to/torrent/download/C2013A8674779FB5B787FB9EECC4779C1877740E.torrent","C2013A8674779FB5B787FB9EECC4779C1877740E","1080p","1920*1080",23.976,27,5,"1.64 GB",141664,"2014-03-16 19:11:25","Chris Brinker","Matt Dillon, Willem Dafoe, Neal McDonough, Amy Smart"
61304,"2015-10-20",2544,"https://yts.to/movie/snake-and-mongoose-2013","tt1718898","Snake and Mongoose",2013,5.6,102,"Sport","English","PG-13",42387,46,80,"Fresh",75,"Upright","2014-03-16 14:25:21","https://yts.to/torrent/download/2A2D304F87894B8F317D6738F5E27504A46B6F29.torrent","2A2D304F87894B8F317D6738F5E27504A46B6F29","720p","1280*720",23.976,8,1,"808.72 MB",37764,"2014-03-16 14:25:21","https://yts.to/torrent/download/BD289386BD001F34CA91840856895CBF36A53E10.torrent","BD289386BD001F34CA91840856895CBF36A53E10","1080p","1920*1080",23.976,7,1,"1.64 GB",32484,"2014-03-16 18:43:42","Wayne Holloway","Noah Wyle, Ian Ziering, Jesse Williams, Ashley Hinshaw"
61305,"2015-10-20",2545,"https://yts.to/movie/the-lady-from-shanghai-1947","tt0040525","The Lady from Shanghai",1947,7.7,87,"Crime,Drama","English","Not Rated",28754,43,86,"Certified Fresh",85,"Upright","2014-03-17 02:21:52","https://yts.to/torrent/download/164B01C9B89C8BEA71E59AB845991F8D52472FF2.torrent","164B01C9B89C8BEA71E59AB845991F8D52472FF2","720p","960*720",23.976,25,3,"699.77 MB",28754,"2014-03-17 02:21:52","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","","Rita Hayworth, Orson Welles, Everett Sloane, Glenn Anders"
61306,"2015-10-20",2546,"https://yts.to/movie/death-on-the-nile-1978","tt0077413","Death on the Nile",1978,7.2,140,"Crime,Drama","English","PG",43669,96,80,"Fresh",78,"Upright","2014-03-17 10:38:39","https://yts.to/torrent/download/D432A5DD16BE86D19DD2AAF8C9C14FEA5016D14B.torrent","D432A5DD16BE86D19DD2AAF8C9C14FEA5016D14B","720p","1280*694",23.976,14,4,"982.57 MB",37608,"2014-03-17 10:38:39","https://yts.to/torrent/download/D5888CAF0F1B46060E981E799A7BBF1B19E00406.torrent","D5888CAF0F1B46060E981E799A7BBF1B19E00406","1080p","1920*1048",23.976,15,4,"2.05 GB",26551,"2014-03-20 15:49:06","John Guillermin","Peter Ustinov, Mia Farrow, Simon MacCorkindale, Jane Birkin"
61307,"2015-10-20",2547,"https://yts.to/movie/second-in-command-2006","tt0458471","Second in Command",2006,5.1,92,"Action,Thriller","English","R",66288,100,0,"None",34,"Spilled","2014-03-18 10:32:10","https://yts.to/torrent/download/8CE925A4B72D6D09267BB690F5122816F796F448.torrent","8CE925A4B72D6D09267BB690F5122816F796F448","720p","1280*688",23.976,6,4,"752.81 MB",58946,"2014-03-18 10:32:10","https://yts.to/torrent/download/625DB837744D4260C714551AC31BC85351F67A5C.torrent","625DB837744D4260C714551AC31BC85351F67A5C","1080p","1920*1040",23.976,10,4,"1.44 GB",52185,"2014-03-18 13:03:18","Simon Fellows","Jean-Claude Van Damme, Julie Cox, Alan McKenna, William Tapley"
61308,"2015-10-20",2548,"https://yts.to/movie/the-hobbit-the-desolation-of-smaug-2013","tt1170358","The Hobbit: The Desolation of Smaug",2013,8,161,"Adventure,Fantasy","English","PG-13",888084,1563,74,"Certified Fresh",85,"Upright","2014-03-19 11:56:05","https://yts.to/torrent/download/8ED5613286DCFE9B5C9380839FF01C0E3E93BBA4.torrent","8ED5613286DCFE9B5C9380839FF01C0E3E93BBA4","720p","1280*534",23.976,441,58,"993.16 MB",756168,"2014-03-19 11:56:05","https://yts.to/torrent/download/D61ABDBD6A17D5FA2F116078A2FA20F02B07AF8F.torrent","D61ABDBD6A17D5FA2F116078A2FA20F02B07AF8F","1080p","1920*800",23.976,754,107,"2.06 GB",955535,"2014-03-19 19:55:02","Peter Jackson","Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott"
61309,"2015-10-20",2549,"https://yts.to/movie/i-am-soldier-2014","tt2717318","I Am Soldier",2014,4.5,84,"Action,Thriller","English","MA15+",193562,130,0,"None",42,"None","2014-03-21 00:41:08","https://yts.to/torrent/download/807362EA9DAE43CD3C07E408148415D6448D40A9.torrent","807362EA9DAE43CD3C07E408148415D6448D40A9","720p","1280*544",23.976,41,5,"703.34 MB",177199,"2014-03-21 00:41:08","https://yts.to/torrent/download/2B2995167B7E8F5228090AAD8442D41436E5E400.torrent","2B2995167B7E8F5228090AAD8442D41436E5E400","1080p","1920*816",23.976,35,4,"1.24 GB",111186,"2014-03-26 07:47:38","Ronnie Thompson","Duncan Casey, Lee Charles, Noel Clarke, Philip Desmeules"
61310,"2015-10-20",2550,"https://yts.to/movie/seal-team-eight-behind-enemy-lines-2014","tt2992552","Seal Team Eight: Behind Enemy Lines",2014,4.5,98,"Action,Drama","English","R",209994,146,0,"None",0,"None","2014-03-21 00:43:06","https://yts.to/torrent/download/5AB2AB6A95D98513F5DC82BCDF533D7EBED4B3EA.torrent","5AB2AB6A95D98513F5DC82BCDF533D7EBED4B3EA","720p","1280*720",23.976,47,4,"755.94 MB",199012,"2014-03-21 00:43:06","https://yts.to/torrent/download/74E3F56722D6FDB862654A126A8034C0646B81FF.torrent","74E3F56722D6FDB862654A126A8034C0646B81FF","1080p","1920*1080",23.976,38,6,"1.44 GB",169992,"2014-03-21 01:51:29","Roel Reine","Tom Sizemore, Lex Shrapnel, Anthony Oseyemi, Michael Everson"
